5979at6231	B	nxHelBake1.g216.t1	II	6161334	6209689	26	ngHelPoly1.g6715.t1	II	5692363	5738348	2233
780at6231	B	nxHelBake1.g224.t1	II	6446453	6487529	27	ngHelPoly1.g6722.t2	II	6004431	6033705	2234
8312at6231	B	nxHelBake1.g225.t1	II	6487715	6494964	28	ngHelPoly1.g6723.t1	II	6043755	6050952	2235
1676at6231	-	nxHelBake1.g237.t1	II	6808932	6830857	29	ngHelPoly1.g6734.t1	II	6389999	6414780	2236
7557at6231	-	nxHelBake1.g238.t2	II	6835579	6871354	30	ngHelPoly1.g6735.t1	II	6419063	6434529	2237
7012at6231	B	nxHelBake1.g247.t1	II	7027982	7035923	31	ngHelPoly1.g6742.t1	II	6647316	6656594	2238
3748at6231	B	nxHelBake1.g248.t1	II	7036046	7053537	32	ngHelPoly1.g6743.t1	II	6656727	6677223	2239
6451at6231	B	nxHelBake1.g253.t1	II	7201913	7212848	33	ngHelPoly1.g6749.t1	II	6840992	6846371	2240
107at6231	B	nxHelBake1.g255.t4	II	7244759	7311228	34	ngHelPoly1.g6751.t3	II	6877697	6945844	2241
746at6231	B	nxHelBake1.g272.t1	II	7815358	7892641	35	ngHelPoly1.g6768.t1	II	7467222	7486889	2242
149at6231	B	nxHelBake1.g275.t1	II	7924185	7992512	36	ngHelPoly1.g6773.t1	II	7523328	7576825	2243
10190at6231	B	nxHelBake1.g277.t2	II	8013926	8028879	37	ngHelPoly1.g6774.t1	II	7602001	7608357	2244
8755at6231	-	nxHelBake1.g290.t1	II	8426755	8429516	38	ngHelPoly1.g6787.t1	II	7998322	8008779	2245
1082at6231	B	nxHelBake1.g300.t1	II	8641933	8659288	39	ngHelPoly1.g6797.t1	II	8201683	8219110	2246
8348at6231	B	nxHelBake1.g313.t2	II	9115673	9133518	40	ngHelPoly1.g6809.t2	II	8657198	8671461	2247
751at6231	B	nxHelBake1.g321.t1	II	9522092	9545361	41	ngHelPoly1.g6819.t1	II	9027770	9045457	2248
8492at6231	B	nxHelBake1.g323.t1	II	9615721	9619031	42	ngHelPoly1.g6822.t1	II	9130714	9134081	2249
6843at6231	-	nxHelBake1.g327.t1	II	9749961	9760138	43	ngHelPoly1.g6826.t1	II	9243469	9246923	2250
534at6231	B	nxHelBake1.g335.t1	II	9932383	9980350	44	ngHelPoly1.g6839.t1	II	9444156	9489146	2251
6348at6231	N	nxHelBake1.g341.t1	II	10190617	10211601	45	ngHelPoly1.g6846.t1	II	9692444	9710552	2252
5249at6231	B	nxHelBake1.g360.t1	II	10769339	10812194	46	ngHelPoly1.g6866.t1	II	10327646	10344610	2253
8569at6231	N	nxHelBake1.g364.t1	II	10940663	10948561	47	ngHelPoly1.g6868.t1	II	10534586	10544296	2254
4322at6231	B	nxHelBake1.g375.t1	II	11231425	11247285	48	ngHelPoly1.g6874.t1	II	10743409	10756139	2255
7088at6231	B	nxHelBake1.g377.t1	II	11271204	11276348	49	ngHelPoly1.g6876.t1	II	10775197	10783260	2256
1914at6231	B	nxHelBake1.g381.t1	II	11393693	11416767	50	ngHelPoly1.g6879.t1	II	10890539	10936372	2257
6919at6231	B	nxHelBake1.g382.t2	II	11418973	11425316	51	ngHelPoly1.g6880.t2	II	10938715	10944778	2258
1350at6231	B	nxHelBake1.g384.t1	II	11474901	11495523	52	ngHelPoly1.g6882.t3	II	10973987	11001993	2259
4594at6231	B	nxHelBake1.g392.t1	II	11658125	11682876	53	ngHelPoly1.g6890.t1	II	11141578	11157070	2260
1608at6231	B	nxHelBake1.g401.t1	II	11906168	11921295	54	ngHelPoly1.g6897.t1	II	11385491	11402363	2261
1794at6231	-	nxHelBake1.g404.t1	II	12006709	12027273	55	ngHelPoly1.g6901.t1	II	11483996	11507070	2262
1704at6231	B	nxHelBake1.g405.t1	II	12046022	12059749	56	ngHelPoly1.g6903.t1	II	11522135	11532709	2263
2028at6231	B	nxHelBake1.g406.t2	II	12064004	12154094	57	ngHelPoly1.g6904.t1	II	11544564	11637665	2264
9551at6231	-	nxHelBake1.g408.t3	II	12163364	12172636	58	ngHelPoly1.g6905.t1	II	11643652	11656707	2265
6487at6231	B	nxHelBake1.g409.t1	II	12172660	12180846	59	ngHelPoly1.g6906.t1	II	11656766	11663791	2266
559at6231	-	nxHelBake1.g421.t1	II	12447183	12467839	60	ngHelPoly1.g6915.t1	II	11886646	11912100	2267
6532at6231	-	nxHelBake1.g429.t1	II	12795531	12830664	61	ngHelPoly1.g6922.t1	II	12238731	12268913	2268
7469at6231	B	nxHelBake1.g431.t1	II	12831333	12840260	62	ngHelPoly1.g6924.t1	II	12270855	12279710	2269
4903at6231	B	nxHelBake1.g432.t1	II	12842311	12852971	63	ngHelPoly1.g6925.t2	II	12282930	12295193	2270
6637at6231	-	nxHelBake1.g451.t1	II	13294720	13299475	64	ngHelPoly1.g6953.t1	II	12829456	12840173	2271
6379at6231	B	nxHelBake1.g507.t1	II	15316355	15342496	65	ngHelPoly1.g7009.t1	II	14712417	14720588	2272
6652at6231	B	nxHelBake1.g512.t1	II	15396927	15412349	66	ngHelPoly1.g7012.t1	II	14777381	14787847	2273
1506at6231	B	nxHelBake1.g550.t5	II	16728416	16750098	67	ngHelPoly1.g7050.t1	II	16170439	16191986	2274
7473at6231	B	nxHelBake1.g552.t2	II	16770739	16776562	68	ngHelPoly1.g7052.t1	II	16215656	16218049	2275
11344at6231	B	nxHelBake1.g553.t1	II	16777261	16799087	69	ngHelPoly1.g7053.t1	II	16224244	16244245	2276
1008at6231	-	nxHelBake1.g554.t1	II	16803453	16840941	70	ngHelPoly1.g7054.t1	II	16248742	16281657	2277
537at6231	B	nxHelBake1.g555.t1	II	16841363	16865139	71	ngHelPoly1.g7055.t1	II	16282578	16308837	2278
1920at6231	-	nxHelBake1.g559.t5	II	17130360	17150740	72	ngHelPoly1.g7058.t2	II	16557160	16575665	2279
6037at6231	-	nxHelBake1.g560.t2	II	17157836	17170155	73	ngHelPoly1.g7059.t1	II	16579614	16590334	2280
3412at6231	B	nxHelBake1.g565.t1	II	17283924	17288857	74	ngHelPoly1.g7066.t1	II	16803348	16815040	2281
3047at6231	-	nxHelBake1.g573.t1	II	17821366	17835037	75	ngHelPoly1.g7076.t1	II	17383930	17399293	2282
2080at6231	B	nxHelBake1.g586.t1	II	18381090	18391218	76	ngHelPoly1.g7085.t1	II	17927523	17938359	2283
5351at6231	B	nxHelBake1.g592.t1	II	18874338	18889740	77	ngHelPoly1.g7093.t1	II	18383485	18397405	2284
4513at6231	-	nxHelBake1.g609.t1	II	19391314	19417772	78	ngHelPoly1.g7106.t1	II	18867036	18894788	2285
152at6231	B	nxHelBake1.g612.t1	II	19474328	19574385	79	ngHelPoly1.g7109.t1	II	18952342	19051484	2286
184at6231	B	nxHelBake1.g622.t1	II	19908979	19955676	80	ngHelPoly1.g7120.t1	II	19396199	19447136	2287
382at6231	B	nxHelBake1.g623.t1	II	19961452	19983092	81	ngHelPoly1.g7121.t1	II	19457523	19475011	2288
3308at6231	B	nxHelBake1.g625.t1	II	20021390	20050427	82	ngHelPoly1.g7123.t1	II	19507906	19592306	2289
3129at6231	B	nxHelBake1.g628.t1	II	20122275	20143440	83	ngHelPoly1.g7126.t1	II	19673014	19695718	2290
736at6231	B	nxHelBake1.g629.t1	II	20157961	20172342	84	ngHelPoly1.g7127.t1	II	19699013	19714701	2291
5569at6231	B	nxHelBake1.g636.t1	II	20368400	20385026	85	ngHelPoly1.g7130.t1	II	19898691	19915931	2292
2316at6231	-	nxHelBake1.g647.t1	II	20836959	20857758	86	ngHelPoly1.g7135.t1	II	20195813	20214083	2293
6709at6231	B	nxHelBake1.g648.t1	II	20859439	20870014	87	ngHelPoly1.g7136.t1	II	20216523	20227177	2294
2103at6231	B	nxHelBake1.g649.t3	II	20871156	20889467	88	ngHelPoly1.g7137.t1	II	20228318	20244919	2295
4008at6231	B	nxHelBake1.g664.t1	II	21200434	21224741	89	ngHelPoly1.g7151.t1	II	20564776	20681445	2296
1157at6231	-	nxHelBake1.g666.t1	II	21389417	21427610	90	ngHelPoly1.g7152.t2	II	20740397	20813842	2297
8639at6231	B	nxHelBake1.g668.t2	II	21443612	21455253	91	ngHelPoly1.g7153.t1	II	20821006	20832331	2298
4001at6231	B	nxHelBake1.g673.t1	II	21616847	21632893	92	ngHelPoly1.g7161.t1	II	20988356	21003100	2299
5406at6231	B	nxHelBake1.g676.t2	II	21729052	21761885	93	ngHelPoly1.g7164.t2	II	21086819	21118725	2300
7524at6231	B	nxHelBake1.g677.t1	II	21779308	21797908	94	ngHelPoly1.g7165.t1	II	21128753	21137215	2301
8187at6231	D	nxHelBake1.g692.t1	II	22151819	22175223	95	ngHelPoly1.g7181.t1	II	21584400	21608234	2302
10678at6231	B	nxHelBake1.g701.t1	II	22548334	22554881	96	ngHelPoly1.g7196.t1	II	22176447	22182231	2303
9915at6231	B	nxHelBake1.g703.t1	II	22590193	22605999	97	ngHelPoly1.g7200.t1	II	22218952	22228884	2304
9082at6231	B	nxHelBake1.g707.t1	II	22772338	22779549	98	ngHelPoly1.g7202.t1	II	22412888	22419825	2305
975at6231	B	nxHelBake1.g716.t1	II	23005830	23075098	99	ngHelPoly1.g7211.t1	II	22630335	22654612	2306
9627at6231	-	nxHelBake1.g727.t1	II	23490124	23507022	100	ngHelPoly1.g7224.t1	II	23148314	23167139	2307
3167at6231	B	nxHelBake1.g728.t1	II	23503882	23512350	101	ngHelPoly1.g7225.t1	II	23164005	23172139	2308
7475at6231	-	nxHelBake1.g729.t1	II	23522294	23522980	102	ngHelPoly1.g7226.t1	II	23185405	23186091	2309
5839at6231	B	nxHelBake1.g730.t1	II	23546473	23553109	103	ngHelPoly1.g7228.t1	II	23214005	23223976	2310
6851at6231	B	nxHelBake1.g732.t1	II	23560297	23567350	104	ngHelPoly1.g7230.t1	II	23232726	23246406	2311
710at6231	B	nxHelBake1.g733.t1	II	23568982	23595878	105	ngHelPoly1.g7231.t1	II	23266580	23271297	2312
319at6231	B	nxHelBake1.g748.t1	II	24051347	24115152	106	ngHelPoly1.g7246.t3	II	23714837	23795572	2313
190at6231	B	nxHelBake1.g753.t1	II	24407632	24435001	107	ngHelPoly1.g7250.t1	II	24093866	24122301	2314
3365at6231	B	nxHelBake1.g769.t1	II	25059417	25079569	108	ngHelPoly1.g7270.t1	II	24734387	24754357	2315
5290at6231	B	nxHelBake1.g770.t1	II	25104174	25122481	109	ngHelPoly1.g7271.t1	II	24780657	24797041	2316
7955at6231	B	nxHelBake1.g771.t1	II	25124110	25148691	110	ngHelPoly1.g7272.t1	II	24800247	24823084	2317
1003at6231	B	nxHelBake1.g779.t1	II	25445791	25504947	111	ngHelPoly1.g7278.t2	II	25089851	25133754	2318
2133at6231	-	nxHelBake1.g781.t1	II	25688239	25701831	112	ngHelPoly1.g7280.t1	II	25302455	25318805	2319
10426at6231	-	nxHelBake1.g808.t1	II	26847979	26858215	113	ngHelPoly1.g7310.t1	II	26407453	26415379	2320
10173at6231	-	nxHelBake1.g813.t4	II	27055369	27071503	114	ngHelPoly1.g7317.t2	II	26599156	26613815	2321
3340at6231	B	nxHelBake1.g828.t1	II	27580852	27600753	115	ngHelPoly1.g7333.t1	II	27296529	27304384	2322
4059at6231	-	nxHelBake1.g837.t2	II	27991663	28005104	116	ngHelPoly1.g7341.t1	II	27706158	27715082	2323
5294at6231	B	nxHelBake1.g850.t1	II	28309543	28324091	117	ngHelPoly1.g7353.t1	II	28120421	28145482	2324
4137at6231	B	nxHelBake1.g851.t1	II	28324211	28336114	118	ngHelPoly1.g7354.t1	II	28146486	28153917	2325
1387at6231	-	nxHelBake1.g852.t2	II	28338416	28351079	119	ngHelPoly1.g7355.t1	II	28156591	28172184	2326
9657at6231	-	nxHelBake1.g854.t1	II	28510762	28514416	120	ngHelPoly1.g7358.t1	II	28332767	28337330	2327
772at6231	B	nxHelBake1.g856.t1	II	28589246	28603992	121	ngHelPoly1.g7361.t1	II	28396398	28409917	2328
2712at6231	B	nxHelBake1.g861.t1	II	28711411	28723309	122	ngHelPoly1.g7366.t1	II	28522011	28532352	2329
813at6231	B	nxHelBake1.g875.t1	II	29446287	29455271	123	ngHelPoly1.g7380.t1	II	29210889	29220122	2330
1617at6231	B	nxHelBake1.g884.t1	II	29929578	29941753	124	ngHelPoly1.g7390.t1	II	29696460	29705339	2331
9956at6231	-	nxHelBake1.g886.t1	II	29967149	29977080	125	ngHelPoly1.g7392.t1	II	29729256	29734640	2332
2614at6231	B	nxHelBake1.g887.t1	II	29977224	29999457	126	ngHelPoly1.g7393.t1	II	29734784	29759605	2333
4407at6231	B	nxHelBake1.g925.t1	II	31295422	31304168	127	ngHelPoly1.g7430.t1	II	31071160	31077245	2334
3393at6231	-	nxHelBake1.g953.t1	II	32033480	32068904	128	ngHelPoly1.g7458.t2	II	31761140	31778014	2335
6311at6231	B	nxHelBake1.g968.t1	II	32509790	32628155	129	ngHelPoly1.g7473.t1	II	32290608	32297557	2336
7829at6231	-	nxHelBake1.g1006.t1	II	33587375	33600190	130	ngHelPoly1.g7514.t1	II	33392635	33407341	2337
2301at6231	B	nxHelBake1.g1016.t2	II	33935897	33965245	131	ngHelPoly1.g7523.t1	II	33773180	33784879	2338
7275at6231	B	nxHelBake1.g1018.t1	II	33976905	33989365	132	ngHelPoly1.g7526.t1	II	33800793	33808577	2339
3496at6231	B	nxHelBake1.g1025.t1	II	34276605	34282035	133	ngHelPoly1.g7533.t1	II	34100967	34107352	2340
6943at6231	D	nxHelBake1.g1027.t1	II	34288639	34291276	134	ngHelPoly1.g7535.t1	II	34114107	34117451	2341
4237at6231	B	nxHelBake1.g1029.t1	II	34310338	34316657	135	ngHelPoly1.g7538.t1	II	34138390	34144928	2342
774at6231	B	nxHelBake1.g1039.t1	II	34515670	34533539	136	ngHelPoly1.g7550.t1	II	34325324	34343075	2343
7835at6231	-	nxHelBake1.g1049.t1	II	34878496	34883439	137	ngHelPoly1.g7561.t1	II	34707132	34711755	2344
3857at6231	B	nxHelBake1.g1066.t2	II	35487300	35505761	138	ngHelPoly1.g7578.t1	II	35303549	35315449	2345
9987at6231	B	nxHelBake1.g1071.t1	II	35557936	35560460	139	ngHelPoly1.g7582.t1	II	35355134	35358322	2346
968at6231	B	nxHelBake1.g1121.t1	II	37381526	37436440	140	ngHelPoly1.g7643.t1	II	37063795	37118193	2347
6202at6231	B	nxHelBake1.g1125.t1	II	37535077	37563230	141	ngHelPoly1.g7648.t1	II	37208769	37224938	2348
5726at6231	-	nxHelBake1.g1126.t1	II	37564014	37615732	142	ngHelPoly1.g7650.t1	II	37270967	37290941	2349
450at6231	B	nxHelBake1.g1137.t1	II	38358161	38412154	143	ngHelPoly1.g7664.t1	II	37740366	37793374	2350
4231at6231	B	nxHelBake1.g1141.t1	II	38585040	38595246	144	ngHelPoly1.g7668.t1	II	37911908	37926639	2351
8093at6231	B	nxHelBake1.g1142.t1	II	38595353	38602462	145	ngHelPoly1.g7669.t1	II	37926846	37935442	2352
10076at6231	-	nxHelBake1.g1144.t1	II	38635244	38635561	146	ngHelPoly1.g7672.t1	II	37990604	37991137	2353
161at6231	B	nxHelBake1.g1147.t4	II	38701313	38759873	147	ngHelPoly1.g7677.t1	II	38053315	38128470	2354
8855at6231	B	nxHelBake1.g1176.t1	II	39696040	39702917	148	ngHelPoly1.g7700.t2	II	38991210	38997489	2355
9387at6231	B	nxHelBake1.g1178.t1	II	39735513	39739274	149	ngHelPoly1.g7702.t1	II	39035242	39037889	2356
1344at6231	B	nxHelBake1.g1189.t4	II	40069035	40077124	150	ngHelPoly1.g7712.t3	II	39385177	39392400	2357
4192at6231	B	nxHelBake1.g1192.t1	II	40176749	40187642	151	ngHelPoly1.g7715.t1	II	39476244	39488394	2358
8765at6231	-	nxHelBake1.g1198.t1	II	40364541	40368245	152	ngHelPoly1.g7722.t1	II	39640901	39653777	2359
1247at6231	B	nxHelBake1.g1206.t1	II	40805974	40822524	153	ngHelPoly1.g7730.t1	II	40055150	40071207	2360
384at6231	B	nxHelBake1.g1208.t1	II	40882107	40916423	154	ngHelPoly1.g7733.t1	II	40127484	40167901	2361
7026at6231	B	nxHelBake1.g1223.t1	II	41166969	41180829	155	ngHelPoly1.g7743.t1	II	40374377	40385322	2362
10010at6231	B	nxHelBake1.g1227.t1	II	41275095	41284137	156	ngHelPoly1.g7747.t1	II	40490002	40495982	2363
10379at6231	-	nxHelBake1.g1232.t1	II	41468759	41476200	157	ngHelPoly1.g7752.t1	II	40646948	40652097	2364
5930at6231	B	nxHelBake1.g1245.t1	II	41726952	41733878	158	ngHelPoly1.g7760.t1	II	40932711	40936464	2365
2487at6231	B	nxHelBake1.g1251.t1	II	41924276	41934626	159	ngHelPoly1.g7767.t1	II	41178067	41195990	2366
8097at6231	-	nxHelBake1.g1252.t1	II	41934944	41947084	160	ngHelPoly1.g7768.t1	II	41196321	41207577	2367
10084at6231	B	nxHelBake1.g1258.t1	II	42274327	42288623	161	ngHelPoly1.g7775.t1	II	41540885	41546595	2368
2906at6231	N	nxHelBake1.g1262.t1	II	42469754	42479916	162	ngHelPoly1.g7780.t1	II	41728151	41739979	2369
201at6231	B	nxHelBake1.g1271.t2	II	42735277	42783584	163	ngHelPoly1.g7786.t1	II	41959673	42033527	2370
5556at6231	B	nxHelBake1.g1272.t1	II	42823892	42831982	164	ngHelPoly1.g7789.t1	II	42070837	42074530	2371
2643at6231	B	nxHelBake1.g1275.t1	II	42969366	42981223	165	ngHelPoly1.g7794.t1	II	42279578	42295428	2372
754at6231	B	nxHelBake1.g1276.t2	II	43010618	43030800	166	ngHelPoly1.g7795.t1	II	42341937	42360452	2373
657at6231	B	nxHelBake1.g1286.t1	II	43502483	43519123	167	ngHelPoly1.g7809.t1	II	42821018	42839647	2374
5334at6231	-	nxHelBake1.g1289.t1	II	43691110	43693732	168	ngHelPoly1.g7814.t1	II	43053147	43055964	2375
5711at6231	-	nxHelBake1.g1308.t1	II	44419686	44441054	169	ngHelPoly1.g7835.t1	II	44571955	44592603	2376
1759at6231	B	nxHelBake1.g1323.t1	II	45219296	45256443	170	ngHelPoly1.g7869.t1	II	45769290	45804477	2379
3951at6231	B	nxHelBake1.g1327.t2	II	45345014	45371779	171	ngHelPoly1.g7866.t1	II	45562270	45591999	2378
9736at6231	-	nxHelBake1.g1331.t1	II	45568411	45572017	172	ngHelPoly1.g7861.t1	II	45356639	45368766	2377
6115at6231	B	nxHelBake1.g1336.t1	II	45734953	45759809	173	ngHelPoly1.g7875.t1	II	45976343	45986185	2380
3584at6231	B	nxHelBake1.g1341.t1	II	45994579	46005690	174	ngHelPoly1.g7886.t1	II	46312761	46326149	2381
6106at6231	-	nxHelBake1.g1347.t1	II	46290412	46327010	175	ngHelPoly1.g7891.t1	II	46615439	46619819	2382
3312at6231	B	nxHelBake1.g1348.t1	II	46404915	46489996	176	ngHelPoly1.g7892.t1	II	46695560	46787535	2383
2877at6231	B	nxHelBake1.g1352.t1	II	46520152	46557613	177	ngHelPoly1.g7893.t1	II	46796131	46822897	2384
4839at6231	B	nxHelBake1.g1353.t2	II	46557743	46566165	178	ngHelPoly1.g7894.t1	II	46823341	46834448	2385
2969at6231	-	nxHelBake1.g1354.t1	II	46583001	46620452	179	ngHelPoly1.g7896.t2	II	46850136	46891799	2386
10126at6231	-	nxHelBake1.g1356.t1	II	46723302	46730117	180	ngHelPoly1.g7898.t1	II	46988657	46993224	2387
1647at6231	B	nxHelBake1.g1365.t4	II	47076761	47121764	181	ngHelPoly1.g7906.t1	II	47332953	47382593	2388
6898at6231	B	nxHelBake1.g1370.t1	II	47355675	47367129	182	ngHelPoly1.g7912.t1	II	47618781	47628389	2389
5806at6231	B	nxHelBake1.g1396.t5	II	48692223	48757162	183	ngHelPoly1.g7933.t1	II	48999832	49058457	2390
816at6231	N	nxHelBake1.g1403.t1	II	49166586	49189821	184	ngHelPoly1.g7940.t1	II	49399271	49443334	2391
4722at6231	B	nxHelBake1.g1408.t1	II	49268897	49275707	185	ngHelPoly1.g7944.t1	II	49518638	49522007	2392
7020at6231	B	nxHelBake1.g1421.t1	II	49558222	49568391	186	ngHelPoly1.g7952.t1	II	49826856	49836502	2394
3915at6231	-	nxHelBake1.g1422.t1	II	49575584	49585393	187	ngHelPoly1.g7951.t1	II	49803571	49823746	2393
10449at6231	B	nxHelBake1.g1431.t1	II	50044578	50051010	188	ngHelPoly1.g7962.t1	II	50417839	50429308	2395
1360at6231	B	nxHelBake1.g1436.t1	II	50295935	50334345	189	ngHelPoly1.g7968.t1	II	50690216	50725287	2396
7993at6231	B	nxHelBake1.g1443.t1	II	50578104	50591125	190	ngHelPoly1.g7971.t1	II	50882114	50882911	2397
982at6231	-	nxHelBake1.g1444.t1	II	50598347	50611265	191	ngHelPoly1.g7972.t1	II	50891112	50906060	2398
6601at6231	-	nxHelBake1.g1456.t2	II	51043436	51057934	192	ngHelPoly1.g7979.t1	II	51329482	51347125	2399
3205at6231	-	nxHelBake1.g1457.t1	II	51063583	51101253	193	ngHelPoly1.g7981.t1	II	51353734	51389308	2400
4487at6231	B	nxHelBake1.g1469.t2	II	51635558	51663925	194	ngHelPoly1.g7996.t2	II	51909981	51969408	2401
6697at6231	-	nxHelBake1.g1494.t1	II	52671581	52690768	195	ngHelPoly1.g8020.t1	II	52926162	52929833	2402
3930at6231	B	nxHelBake1.g1503.t1	II	52914352	52945641	196	ngHelPoly1.g8025.t1	II	53149699	53179095	2403
5793at6231	-	nxHelBake1.g1505.t1	II	53214358	53223650	197	ngHelPoly1.g8027.t1	II	53294747	53311737	2404
4593at6231	B	nxHelBake1.g1513.t1	II	53523546	53557468	198	ngHelPoly1.g8039.t1	II	53773691	53811210	2405
4771at6231	B	nxHelBake1.g1514.t1	II	53565106	53582458	199	ngHelPoly1.g8040.t1	II	53830375	53845886	2406
6021at6231	B	nxHelBake1.g1523.t1	II	54092161	54163511	200	ngHelPoly1.g8045.t1	II	54129524	54131574	2407
1571at6231	B	nxHelBake1.g1529.t1	II	54242700	54317176	201	ngHelPoly1.g8052.t1	II	54311544	54371079	2408
6614at6231	B	nxHelBake1.g1532.t1	II	54459511	54463424	202	ngHelPoly1.g8056.t1	II	54491529	54493167	2409
7479at6231	-	nxHelBake1.g1541.t4	II	54802562	54823715	203	ngHelPoly1.g8062.t1	II	54807686	54831127	2410
5001at6231	B	nxHelBake1.g1542.t1	II	54847801	54883306	204	ngHelPoly1.g8065.t1	II	54872257	54876040	2411
862at6231	B	nxHelBake1.g1562.t1	II	55675157	55712379	205	ngHelPoly1.g8085.t1	II	55631143	55689227	2412
3843at6231	B	nxHelBake1.g1563.t1	II	55759155	55789343	206	ngHelPoly1.g8086.t1	II	55756035	55792894	2413
2387at6231	B	nxHelBake1.g1564.t1	II	55791094	55808698	207	ngHelPoly1.g8087.t1	II	55794243	55816795	2414
39at6231	N	nxHelBake1.g1575.t1	II	56276444	56391864	208	ngHelPoly1.g8098.t1	II	56367219	56466586	2415
4895at6231	B	nxHelBake1.g1578.t5	II	56553905	56613349	209	ngHelPoly1.g8105.t1	II	56614424	56663232	2416
6752at6231	B	nxHelBake1.g1604.t3	II	57746699	57803541	210	ngHelPoly1.g8131.t1	II	57784277	57914140	2417
2557at6231	B	nxHelBake1.g1629.t1	II	59069649	59087324	211	ngHelPoly1.g8153.t1	II	58991595	59007937	2418
3251at6231	B	nxHelBake1.g1630.t1	II	59111208	59135726	212	ngHelPoly1.g8154.t2	II	59046610	59065786	2419
5250at6231	-	nxHelBake1.g1633.t2	II	59219639	59225767	213	ngHelPoly1.g8157.t1	II	59157453	59162363	2420
3226at6231	B	nxHelBake1.g1639.t1	II	59396504	59414724	214	ngHelPoly1.g8162.t2	II	59300937	59310044	2421
1543at6231	B	nxHelBake1.g1649.t1	II	59847361	59924030	215	ngHelPoly1.g8172.t1	II	59705091	59761325	2422
1088at6231	B	nxHelBake1.g1661.t1	II	60333312	60342097	216	ngHelPoly1.g8184.t2	II	60131572	60147266	2423
5779at6231	B	nxHelBake1.g1662.t2	II	60342312	60356912	217	ngHelPoly1.g8185.t1	II	60147481	60164420	2424
7230at6231	-	nxHelBake1.g1669.t1	II	60573899	60610008	219	ngHelPoly1.g8199.t1	II	60372518	60405092	2425
5034at6231	-	nxHelBake1.g1679.t1	II	61057096	61071076	220	ngHelPoly1.g8207.t1	II	60762616	60770507	2426
1314at6231	B	nxHelBake1.g1680.t1	II	61103993	61127893	221	ngHelPoly1.g8208.t1	II	60793375	60818921	2427
