nxHelBake1.g10008.t1	0.0978
nxHelBake1.g10010.t1	0.1357
nxHelBake1.g10013.t1	0.1321
nxHelBake1.g10015.t1	0.1376
nxHelBake1.g10017.t1	0.0822
nxHelBake1.g10019.t1	0.0000
nxHelBake1.g10020.t1	0.0861
nxHelBake1.g10022.t2	0.0688
nxHelBake1.g10023.t1	0.1058
nxHelBake1.g10024.t3	0.1202
nxHelBake1.g10025.t1	0.0752
nxHelBake1.g10026.t1	0.0660
nxHelBake1.g10028.t2	0.0422
nxHelBake1.g10029.t1	0.0679
nxHelBake1.g10030.t1	0.0903
nxHelBake1.g10032.t1	0.0880
nxHelBake1.g10034.t1	0.1137
nxHelBake1.g10037.t1	0.0610
nxHelBake1.g10038.t1	0.1367
nxHelBake1.g10039.t1	0.0766
nxHelBake1.g10040.t1	0.1001
nxHelBake1.g10047.t4	0.1005
nxHelBake1.g10048.t1	0.0506
nxHelBake1.g10049.t1	0.1155
nxHelBake1.g10050.t2	0.1518
nxHelBake1.g10051.t1	0.1071
nxHelBake1.g10053.t1	0.1205
nxHelBake1.g10054.t1	0.0630
nxHelBake1.g10055.t1	0.0722
nxHelBake1.g10060.t1	0.1285
nxHelBake1.g10063.t1	0.3053
nxHelBake1.g10064.t1	0.0880
nxHelBake1.g10067.t2	0.0270
nxHelBake1.g10069.t3	0.0679
nxHelBake1.g10070.t1	0.0724
nxHelBake1.g10071.t1	0.0593
nxHelBake1.g10073.t1	0.1063
nxHelBake1.g10075.t1	0.0950
nxHelBake1.g10077.t1	0.1064
nxHelBake1.g10078.t1	0.2237
nxHelBake1.g10083.t1	0.1064
nxHelBake1.g10084.t1	0.0582
nxHelBake1.g10085.t1	0.0976
nxHelBake1.g10086.t1	0.2172
nxHelBake1.g10095.t1	0.0223
nxHelBake1.g10096.t2	0.0655
nxHelBake1.g10097.t2	0.0637
nxHelBake1.g10100.t1	0.0347
nxHelBake1.g10101.t1	0.0668
nxHelBake1.g10102.t1	0.1014
nxHelBake1.g10103.t1	0.1874
nxHelBake1.g10104.t1	0.1610
nxHelBake1.g10105.t1	0.0890
nxHelBake1.g10106.t1	0.1196
nxHelBake1.g10107.t1	0.1240
nxHelBake1.g10109.t2	0.0961
nxHelBake1.g10110.t1	0.0523
nxHelBake1.g10111.t2	0.0686
nxHelBake1.g10112.t1	0.1105
nxHelBake1.g10113.t1	0.0718
nxHelBake1.g10114.t1	0.0620
nxHelBake1.g10115.t1	0.0983
nxHelBake1.g10116.t1	0.1013
nxHelBake1.g10118.t1	0.1064
nxHelBake1.g10119.t4	0.0841
nxHelBake1.g10120.t1	0.1701
nxHelBake1.g10121.t1	0.1217
nxHelBake1.g10122.t1	0.0814
nxHelBake1.g10124.t1	0.0865
nxHelBake1.g10125.t1	0.0841
nxHelBake1.g10126.t1	0.0573
nxHelBake1.g10127.t1	0.0785
nxHelBake1.g10129.t1	0.5348
nxHelBake1.g10128.t1	0.4949
nxHelBake1.g10131.t1	0.0732
nxHelBake1.g10134.t1	0.0683
nxHelBake1.g10135.t1	0.0880
nxHelBake1.g10136.t1	0.0002
nxHelBake1.g10137.t1	0.0095
nxHelBake1.g10140.t1	0.1274
nxHelBake1.g10142.t1	0.0729
nxHelBake1.g10141.t2	0.1577
nxHelBake1.g10143.t2	0.1350
	
nxHelBake1.g10145.t1	0.0260
nxHelBake1.g10148.t1	0.0139
nxHelBake1.g10149.t1	0.0436
nxHelBake1.g10150.t1	0.0884
nxHelBake1.g10151.t1	0.1853
nxHelBake1.g10152.t1	0.1496
nxHelBake1.g10153.t1	0.1013
nxHelBake1.g10154.t1	0.1152
nxHelBake1.g10155.t1	0.0658
nxHelBake1.g10156.t3	0.1019
nxHelBake1.g10157.t1	0.1495
nxHelBake1.g10159.t1	0.1853
nxHelBake1.g10160.t1	0.1018
nxHelBake1.g10161.t1	0.0307
nxHelBake1.g10162.t1	0.0941
nxHelBake1.g10164.t1	0.0649
nxHelBake1.g10166.t1	0.0341
nxHelBake1.g10169.t1	0.0749
nxHelBake1.g10170.t1	0.0281
nxHelBake1.g10165.t1	0.0476
nxHelBake1.g10172.t1	0.1497
nxHelBake1.g10176.t1	0.0751
nxHelBake1.g10177.t1	0.1117
nxHelBake1.g10178.t1	0.0696
nxHelBake1.g10179.t1	0.0452
nxHelBake1.g10180.t1	0.0867
nxHelBake1.g10181.t4	0.1079
nxHelBake1.g10182.t2	0.1287
nxHelBake1.g10184.t1	0.0644
nxHelBake1.g10186.t1	0.2459
nxHelBake1.g10187.t1	0.1003
nxHelBake1.g10188.t1	0.1290
nxHelBake1.g10190.t1	0.1230
nxHelBake1.g10191.t1	0.1090
nxHelBake1.g10192.t1	0.1261
nxHelBake1.g10194.t1	0.1278
nxHelBake1.g10199.t1	0.0508
nxHelBake1.g10200.t1	0.2210
nxHelBake1.g10201.t1	0.1811
nxHelBake1.g10202.t2	0.1223
nxHelBake1.g10203.t1	0.0846
nxHelBake1.g10204.t2	0.1148
nxHelBake1.g10205.t1	0.0708
nxHelBake1.g10206.t1	0.1609
nxHelBake1.g10207.t1	0.0327
nxHelBake1.g10209.t2	0.0815
nxHelBake1.g10210.t1	0.0960
nxHelBake1.g10211.t1	0.1828
nxHelBake1.g10212.t2	0.0593
nxHelBake1.g10213.t1	0.0906
nxHelBake1.g10214.t1	0.0851
nxHelBake1.g10215.t1	0.0494
nxHelBake1.g10216.t1	0.0849
nxHelBake1.g10219.t1	0.0659
nxHelBake1.g10220.t1	0.0485
nxHelBake1.g10221.t1	0.0673
nxHelBake1.g10222.t1	0.0927
nxHelBake1.g10223.t1	0.0809
nxHelBake1.g10225.t1	0.1207
nxHelBake1.g10226.t1	0.1007
nxHelBake1.g10227.t2	0.0325
nxHelBake1.g10228.t1	0.0999
nxHelBake1.g10230.t1	0.0235
nxHelBake1.g10235.t4	0.2128
nxHelBake1.g10238.t1	0.0400
nxHelBake1.g10244.t6	0.0932
nxHelBake1.g10245.t1	0.1350
nxHelBake1.g10246.t1	0.1219
nxHelBake1.g10248.t1	0.0847
nxHelBake1.g10249.t1	0.1343
nxHelBake1.g10253.t1	0.0682
nxHelBake1.g10254.t1	0.0646
nxHelBake1.g10255.t1	0.0451
nxHelBake1.g10256.t1	0.0274
nxHelBake1.g10258.t1	0.0752
nxHelBake1.g10259.t1	0.2118
nxHelBake1.g10260.t1	0.0584
nxHelBake1.g10267.t1	0.0490
nxHelBake1.g10268.t1	0.1146
nxHelBake1.g10274.t1	0.2007
nxHelBake1.g10278.t1	0.1471
nxHelBake1.g10281.t1	0.0521
nxHelBake1.g10282.t1	0.0128
nxHelBake1.g10283.t1	0.1229
nxHelBake1.g10285.t1	0.1306
nxHelBake1.g10286.t1	0.1208
nxHelBake1.g10287.t1	0.0526
nxHelBake1.g10288.t4	0.0793
nxHelBake1.g10290.t1	0.0740
nxHelBake1.g10291.t1	0.0378
nxHelBake1.g10292.t1	0.1312
nxHelBake1.g10293.t3	0.0638
nxHelBake1.g10294.t1	0.0469
nxHelBake1.g10295.t1	0.1143
nxHelBake1.g10296.t1	0.1103
nxHelBake1.g10297.t1	0.3466
nxHelBake1.g10298.t1	0.0868
nxHelBake1.g10299.t1	0.0602
nxHelBake1.g10300.t1	0.0544
nxHelBake1.g10301.t1	0.0932
nxHelBake1.g10302.t1	0.0670
nxHelBake1.g10303.t1	0.1209
nxHelBake1.g10305.t1	0.0415
nxHelBake1.g10307.t1	0.0634
nxHelBake1.g10309.t1	0.0894
nxHelBake1.g10310.t1	0.1190
nxHelBake1.g10312.t1	0.0694
nxHelBake1.g10313.t10	0.0547
nxHelBake1.g10314.t1	0.1293
nxHelBake1.g10315.t1	0.0314
nxHelBake1.g10316.t1	0.0880
nxHelBake1.g10318.t1	0.0722
nxHelBake1.g10319.t1	0.0956
nxHelBake1.g10320.t1	0.0333
nxHelBake1.g10321.t2	0.0838
nxHelBake1.g10323.t1	0.1257
nxHelBake1.g10325.t1	0.0975
nxHelBake1.g10326.t1	0.1837
nxHelBake1.g10331.t3	0.1158
nxHelBake1.g10333.t1	0.2336
nxHelBake1.g10335.t1	0.1110
nxHelBake1.g10336.t1	0.0768
nxHelBake1.g10337.t2	0.0708
nxHelBake1.g10338.t2	0.1592
nxHelBake1.g10339.t4	0.1517
nxHelBake1.g10340.t1	0.0766
nxHelBake1.g10341.t2	0.0846
nxHelBake1.g10349.t1	0.0869
nxHelBake1.g10352.t1	0.1657
nxHelBake1.g10353.t1	0.0893
nxHelBake1.g10354.t1	0.1009
nxHelBake1.g10355.t1	0.0686
nxHelBake1.g10357.t1	0.1008
nxHelBake1.g10364.t1	0.0774
nxHelBake1.g10366.t1	0.0876
nxHelBake1.g10369.t1	0.0976
nxHelBake1.g10370.t1	0.0964
nxHelBake1.g10371.t1	0.1074
nxHelBake1.g10372.t1	0.1098
nxHelBake1.g10374.t1	0.1223
nxHelBake1.g10378.t1	0.0170
nxHelBake1.g10379.t1	0.0671
nxHelBake1.g10380.t1	0.0672
nxHelBake1.g10381.t5	0.0608
nxHelBake1.g10384.t1	0.0768
nxHelBake1.g10386.t1	0.0559
nxHelBake1.g10387.t2	0.1337
nxHelBake1.g10391.t2	0.0335
nxHelBake1.g10394.t1	0.0771
nxHelBake1.g10395.t1	0.0759
nxHelBake1.g10396.t1	0.1279
nxHelBake1.g10397.t1	0.0827
nxHelBake1.g10398.t1	0.0430
nxHelBake1.g10403.t1	0.0389
nxHelBake1.g10405.t1	0.0414
nxHelBake1.g10406.t1	0.0535
nxHelBake1.g10407.t1	0.1122
nxHelBake1.g10408.t1	0.0760
nxHelBake1.g10409.t1	0.1243
nxHelBake1.g10410.t2	0.0700
nxHelBake1.g10412.t1	0.2453
nxHelBake1.g10413.t1	0.1662
nxHelBake1.g10414.t1	0.0751
nxHelBake1.g10416.t1	0.0899
nxHelBake1.g10417.t1	0.1099
nxHelBake1.g10418.t1	0.0986
nxHelBake1.g10419.t1	0.0928
nxHelBake1.g10420.t1	0.1467
nxHelBake1.g10421.t1	0.1714
nxHelBake1.g10424.t1	0.0789
nxHelBake1.g10426.t1	0.0978
nxHelBake1.g10427.t1	0.0520
nxHelBake1.g10428.t1	0.0371
nxHelBake1.g10430.t2	0.1518
nxHelBake1.g10432.t1	0.0549
nxHelBake1.g10433.t1	0.0425
nxHelBake1.g10434.t1	0.0330
nxHelBake1.g10435.t1	0.0876
nxHelBake1.g10436.t1	0.0682
nxHelBake1.g10437.t1	0.0448
nxHelBake1.g10438.t1	0.1679
nxHelBake1.g10439.t2	0.1401
nxHelBake1.g10442.t1	0.0095
nxHelBake1.g10443.t2	0.3664
nxHelBake1.g10449.t1	0.0722
nxHelBake1.g10450.t2	0.0813
nxHelBake1.g10451.t1	0.0346
nxHelBake1.g10454.t1	0.0566
nxHelBake1.g10455.t1	0.0880
nxHelBake1.g10456.t1	0.1671
nxHelBake1.g10457.t1	0.1357
nxHelBake1.g10458.t1	0.1264
nxHelBake1.g10459.t1	0.1488
nxHelBake1.g10461.t1	0.0667
nxHelBake1.g10462.t4	0.0589
nxHelBake1.g10463.t1	0.0315
nxHelBake1.g10464.t1	0.0288
nxHelBake1.g10469.t1	0.0501
nxHelBake1.g10472.t1	0.0649
nxHelBake1.g10473.t1	0.0575
nxHelBake1.g10474.t1	0.0287
nxHelBake1.g10477.t1	0.0498
nxHelBake1.g10478.t2	0.1015
nxHelBake1.g10482.t1	0.1255
nxHelBake1.g10491.t1	0.1278
nxHelBake1.g10493.t1	0.3568
nxHelBake1.g10497.t1	0.1642
nxHelBake1.g10507.t2	0.0737
nxHelBake1.g10508.t1	0.5684
nxHelBake1.g10509.t2	0.0346
nxHelBake1.g10510.t1	0.0581
nxHelBake1.g10513.t1	0.1232
nxHelBake1.g10515.t1	0.1520
nxHelBake1.g10518.t1	0.0572
nxHelBake1.g10519.t1	0.0570
nxHelBake1.g10520.t1	0.0778
nxHelBake1.g10521.t1	0.0978
nxHelBake1.g10523.t1	0.0435
nxHelBake1.g10524.t1	0.2740
nxHelBake1.g10528.t1	0.1176
nxHelBake1.g10529.t1	0.0846
nxHelBake1.g10530.t1	0.0715
nxHelBake1.g10531.t2	0.0392
nxHelBake1.g10533.t1	0.0562
nxHelBake1.g10536.t1	0.0428
nxHelBake1.g10537.t1	0.0003
nxHelBake1.g10538.t4	0.0818
nxHelBake1.g10541.t1	0.0765
nxHelBake1.g10542.t1	0.1519
nxHelBake1.g10543.t1	0.1303
nxHelBake1.g19081.t1	0.1725
nxHelBake1.g10553.t1	0.1432
nxHelBake1.g10556.t1	0.0206
nxHelBake1.g10557.t1	0.0480
nxHelBake1.g10559.t1	0.2141
nxHelBake1.g10560.t1	0.0735
nxHelBake1.g10561.t1	0.1335
nxHelBake1.g10562.t2	0.0378
nxHelBake1.g10564.t1	0.0728
nxHelBake1.g10566.t1	0.0610
nxHelBake1.g10568.t2	0.0391
nxHelBake1.g10569.t1	0.1471
nxHelBake1.g10570.t1	0.2477
nxHelBake1.g10572.t1	0.0918
nxHelBake1.g10573.t1	0.1044
nxHelBake1.g10574.t1	0.0324
nxHelBake1.g10575.t1	0.1106
nxHelBake1.g10577.t1	0.0491
nxHelBake1.g10578.t1	0.0242
nxHelBake1.g10579.t2	0.0635
nxHelBake1.g10581.t1	0.1015
nxHelBake1.g10595.t1	0.0968
nxHelBake1.g10596.t1	0.0724
nxHelBake1.g10597.t1	0.0168
nxHelBake1.g10598.t1	0.0646
nxHelBake1.g10599.t3	0.0753
nxHelBake1.g10600.t1	0.0898
nxHelBake1.g10605.t2	0.0632
nxHelBake1.g10621.t1	0.0708
nxHelBake1.g10622.t1	0.0192
nxHelBake1.g10623.t3	0.0713
nxHelBake1.g10628.t1	0.1282
nxHelBake1.g10629.t3	0.1009
nxHelBake1.g10630.t4	0.0499
nxHelBake1.g10631.t1	0.0927
nxHelBake1.g10633.t1	0.7409
nxHelBake1.g10639.t1	0.0000
nxHelBake1.g10643.t1	0.0324
nxHelBake1.g10646.t1	0.1229
nxHelBake1.g10648.t1	0.0698
nxHelBake1.g10649.t1	0.1303
nxHelBake1.g10650.t3	0.1130
nxHelBake1.g10651.t1	0.0709
nxHelBake1.g10652.t1	0.0836
nxHelBake1.g10653.t1	0.0153
nxHelBake1.g10654.t1	0.0988
nxHelBake1.g10655.t1	0.0483
nxHelBake1.g10657.t1	0.0342
nxHelBake1.g10660.t1	0.0440
nxHelBake1.g10661.t2	0.0382
nxHelBake1.g10662.t1	0.0785
nxHelBake1.g10663.t1	0.0935
nxHelBake1.g10664.t1	0.0680
nxHelBake1.g10665.t1	0.0800
nxHelBake1.g10666.t1	0.0346
nxHelBake1.g10667.t1	0.1043
nxHelBake1.g10669.t1	0.1040
nxHelBake1.g10671.t1	0.0918
nxHelBake1.g10673.t1	0.0117
nxHelBake1.g10676.t1	0.3144
nxHelBake1.g10677.t1	0.0307
nxHelBake1.g10679.t2	0.0892
nxHelBake1.g10680.t1	0.2092
nxHelBake1.g10682.t1	0.0170
nxHelBake1.g10683.t1	0.0866
nxHelBake1.g10686.t1	0.1659
nxHelBake1.g10689.t1	0.0946
nxHelBake1.g10690.t1	0.1030
nxHelBake1.g10691.t1	0.0995
nxHelBake1.g10692.t1	0.0915
nxHelBake1.g10696.t3	0.0606
nxHelBake1.g10699.t2	0.0914
nxHelBake1.g10700.t2	0.0203
nxHelBake1.g10701.t1	0.0998
nxHelBake1.g10702.t1	0.1107
nxHelBake1.g10708.t1	0.0390
nxHelBake1.g10711.t1	0.0564
nxHelBake1.g10712.t1	0.0966
nxHelBake1.g10713.t1	0.1413
nxHelBake1.g10717.t1	0.0596
nxHelBake1.g10719.t1	0.0893
nxHelBake1.g10720.t1	0.0779
nxHelBake1.g10721.t1	0.0375
nxHelBake1.g10722.t1	0.1407
nxHelBake1.g10724.t1	0.1010
nxHelBake1.g10725.t1	0.1408
nxHelBake1.g10728.t1	0.0323
nxHelBake1.g10730.t1	0.0396
nxHelBake1.g10731.t1	0.1161
nxHelBake1.g10732.t1	0.0296
nxHelBake1.g10734.t3	0.0739
nxHelBake1.g10735.t1	0.0353
nxHelBake1.g10737.t1	0.0478
nxHelBake1.g10738.t1	0.1131
nxHelBake1.g10739.t1	0.0322
nxHelBake1.g10740.t1	0.0423
nxHelBake1.g10744.t1	0.0834
nxHelBake1.g10747.t1	0.1203
nxHelBake1.g10753.t1	0.0352
nxHelBake1.g10762.t1	0.0657
nxHelBake1.g10760.t1	0.0758
nxHelBake1.g10759.t1	0.0441
nxHelBake1.g10758.t1	0.0261
nxHelBake1.g10757.t1	0.0913
nxHelBake1.g10756.t1	0.0777
nxHelBake1.g10755.t1	0.0703
nxHelBake1.g10763.t1	0.0741
nxHelBake1.g10764.t1	0.0906
nxHelBake1.g10766.t1	0.1174
nxHelBake1.g10771.t1	0.1150
nxHelBake1.g10772.t2	0.0530
nxHelBake1.g10773.t1	0.0784
nxHelBake1.g10774.t1	0.0383
nxHelBake1.g10778.t1	0.0953
nxHelBake1.g10780.t1	0.0549
nxHelBake1.g10781.t1	0.0487
nxHelBake1.g10782.t1	0.1434
nxHelBake1.g10794.t1	0.0587
nxHelBake1.g10796.t1	0.0475
nxHelBake1.g10797.t1	0.0791
nxHelBake1.g10799.t2	0.0909
nxHelBake1.g10800.t1	0.0723
nxHelBake1.g10802.t1	0.0932
nxHelBake1.g10804.t1	0.0730
nxHelBake1.g10806.t2	0.0600
nxHelBake1.g10808.t2	0.0444
nxHelBake1.g10810.t1	0.0764
nxHelBake1.g10812.t1	0.0446
nxHelBake1.g10814.t1	0.1111
nxHelBake1.g10815.t1	0.0568
nxHelBake1.g10816.t1	0.0537
nxHelBake1.g10818.t1	0.0745
nxHelBake1.g10819.t1	0.0418
nxHelBake1.g10821.t1	0.0001
nxHelBake1.g10826.t1	0.0440
nxHelBake1.g10827.t1	0.1017
nxHelBake1.g10829.t1	0.0319
nxHelBake1.g10831.t1	0.0418
nxHelBake1.g10833.t1	0.0114
nxHelBake1.g10835.t1	0.0395
nxHelBake1.g10836.t1	0.0108
nxHelBake1.g10838.t1	0.0159
nxHelBake1.g10839.t1	0.0370
nxHelBake1.g3847.t2	0.0719
nxHelBake1.g10844.t1	0.0569
nxHelBake1.g10846.t1	0.0593
nxHelBake1.g10855.t1	0.0447
nxHelBake1.g10858.t1	0.0381
nxHelBake1.g10859.t1	0.0136
nxHelBake1.g10860.t1	0.0286
nxHelBake1.g10863.t1	0.0521
nxHelBake1.g10864.t1	0.0602
nxHelBake1.g10865.t1	0.0627
nxHelBake1.g10866.t1	0.0209
nxHelBake1.g10869.t1	0.0412
nxHelBake1.g10870.t1	0.0462
nxHelBake1.g10872.t1	0.0349
nxHelBake1.g10873.t1	0.0340
nxHelBake1.g10874.t1	0.0481
nxHelBake1.g10875.t1	0.1116
nxHelBake1.g10876.t1	0.0684
nxHelBake1.g10877.t2	0.1040
nxHelBake1.g10880.t1	0.0487
nxHelBake1.g10881.t1	0.0421
nxHelBake1.g10883.t1	0.0958
nxHelBake1.g10886.t1	0.0162
nxHelBake1.g10887.t1	0.0414
nxHelBake1.g10888.t1	0.0123
nxHelBake1.g10889.t1	0.0088
nxHelBake1.g10893.t1	0.0862
nxHelBake1.g10900.t1	0.1491
nxHelBake1.g10909.t1	0.0594
nxHelBake1.g10918.t1	0.0478
nxHelBake1.g10922.t1	0.0293
nxHelBake1.g10924.t1	0.0769
nxHelBake1.g10925.t5	0.0591
nxHelBake1.g10927.t1	0.0424
nxHelBake1.g10928.t1	0.0506
nxHelBake1.g10929.t1	0.0938
nxHelBake1.g10932.t1	0.0470
nxHelBake1.g10935.t1	0.0575
nxHelBake1.g10936.t1	0.0223
nxHelBake1.g10944.t1	0.0888
nxHelBake1.g10954.t2	0.1347
nxHelBake1.g10955.t1	0.0637
nxHelBake1.g10958.t1	1.0764
nxHelBake1.g10959.t1	0.1584
nxHelBake1.g10960.t1	0.0299
nxHelBake1.g10961.t1	0.0407
nxHelBake1.g10965.t1	0.0696
nxHelBake1.g10966.t1	0.0888
nxHelBake1.g10968.t1	0.1140
nxHelBake1.g10970.t1	0.0446
nxHelBake1.g10971.t1	0.0663
nxHelBake1.g10972.t1	0.0397
nxHelBake1.g10973.t1	0.0566
nxHelBake1.g10974.t1	0.0751
nxHelBake1.g10977.t1	0.0402
nxHelBake1.g10984.t1	0.0219
nxHelBake1.g10985.t1	0.0714
nxHelBake1.g10987.t1	0.0316
nxHelBake1.g10986.t1	0.1153
nxHelBake1.g10988.t1	0.0505
nxHelBake1.g8503.t1	0.2128
nxHelBake1.g10998.t1	0.1301
nxHelBake1.g11000.t1	0.0548
nxHelBake1.g11001.t2	0.0466
nxHelBake1.g11002.t2	0.0612
nxHelBake1.g11012.t1	0.0863
nxHelBake1.g11013.t1	0.0692
nxHelBake1.g11014.t2	0.0617
nxHelBake1.g11015.t1	0.0346
nxHelBake1.g11019.t1	0.0999
nxHelBake1.g11020.t1	0.0878
nxHelBake1.g11021.t1	0.0473
nxHelBake1.g11023.t2	0.1009
nxHelBake1.g11026.t1	0.1306
nxHelBake1.g11027.t2	0.2113
nxHelBake1.g11029.t1	0.0400
nxHelBake1.g11030.t1	0.0305
nxHelBake1.g11031.t1	0.0451
nxHelBake1.g11032.t1	0.0314
nxHelBake1.g11033.t1	0.0262
nxHelBake1.g11036.t1	0.0267
nxHelBake1.g11037.t1	0.0455
nxHelBake1.g11038.t1	0.0489
nxHelBake1.g11039.t1	0.0423
nxHelBake1.g11040.t1	0.0702
nxHelBake1.g11041.t1	0.1353
nxHelBake1.g11043.t1	0.0305
nxHelBake1.g11044.t1	0.0210
nxHelBake1.g11045.t1	0.0966
nxHelBake1.g11046.t1	0.0693
nxHelBake1.g11051.t1	0.1273
nxHelBake1.g11052.t2	0.0443
nxHelBake1.g11054.t2	0.0355
nxHelBake1.g11055.t1	0.0261
nxHelBake1.g11058.t1	0.0507
nxHelBake1.g11059.t1	0.0431
nxHelBake1.g11060.t1	0.0833
nxHelBake1.g11062.t1	0.1518
nxHelBake1.g11063.t1	0.0686
nxHelBake1.g11064.t2	0.0370
nxHelBake1.g11066.t1	0.0396
nxHelBake1.g11067.t1	0.0438
nxHelBake1.g11071.t1	0.0873
nxHelBake1.g11072.t1	0.0247
nxHelBake1.g11073.t1	0.0646
nxHelBake1.g11074.t1	0.0571
nxHelBake1.g11075.t1	0.0776
nxHelBake1.g11076.t3	0.0416
nxHelBake1.g11077.t1	0.0535
nxHelBake1.g11078.t1	0.0383
nxHelBake1.g11084.t1	0.1011
nxHelBake1.g11086.t1	0.0252
nxHelBake1.g11087.t1	0.0491
nxHelBake1.g11088.t2	0.0506
nxHelBake1.g11089.t5	0.0570
nxHelBake1.g11090.t1	0.0362
nxHelBake1.g11091.t1	0.0481
nxHelBake1.g11093.t1	0.0382
nxHelBake1.g11094.t1	0.0259
nxHelBake1.g11095.t2	0.0653
nxHelBake1.g11096.t1	0.0393
nxHelBake1.g11100.t1	0.0180
nxHelBake1.g11102.t1	0.0504
nxHelBake1.g11106.t1	0.0647
nxHelBake1.g11107.t1	0.0986
nxHelBake1.g11112.t2	0.0392
nxHelBake1.g11113.t1	0.0476
nxHelBake1.g11114.t1	0.0548
nxHelBake1.g11115.t1	0.0753
nxHelBake1.g11116.t1	0.0624
nxHelBake1.g11117.t1	0.0423
nxHelBake1.g11119.t1	0.0237
nxHelBake1.g11120.t1	0.0301
nxHelBake1.g11129.t1	0.0990
nxHelBake1.g11131.t1	0.0479
nxHelBake1.g11132.t1	0.0395
nxHelBake1.g11134.t1	0.0402
nxHelBake1.g11135.t1	0.0144
nxHelBake1.g11139.t1	0.0304
nxHelBake1.g11144.t2	0.0286
nxHelBake1.g11145.t1	0.0271
nxHelBake1.g11149.t1	0.1191
nxHelBake1.g11151.t1	0.0413
nxHelBake1.g11153.t1	0.0462
nxHelBake1.g11154.t1	0.1524
nxHelBake1.g11155.t1	0.0410
nxHelBake1.g11158.t1	0.1274
nxHelBake1.g11159.t1	0.0849
nxHelBake1.g11160.t1	0.0792
nxHelBake1.g11161.t2	0.0344
nxHelBake1.g11163.t2	0.0315
nxHelBake1.g11164.t1	0.0754
nxHelBake1.g11165.t1	0.0720
nxHelBake1.g11167.t1	0.1053
nxHelBake1.g11168.t1	0.0783
nxHelBake1.g11169.t1	0.0713
nxHelBake1.g11170.t2	0.0440
nxHelBake1.g11171.t1	0.0437
nxHelBake1.g11172.t1	0.0220
