nxHelBake1.g9941.t1	0.0260	nonshared
nxHelBake1.g9942.t1	0.1223	nonshared
nxHelBake1.g9944.t1	0.1606	nonshared
nxHelBake1.g9951.t1	0.1144	nonshared
nxHelBake1.g9955.t1	0.1096	nonshared
nxHelBake1.g9958.t1	0.1672	nonshared
nxHelBake1.g9959.t1	0.2074	nonshared
nxHelBake1.g9966.t2	0.0865	nonshared
nxHelBake1.g9967.t1	0.1028	nonshared
nxHelBake1.g9968.t2	0.0743	nonshared
nxHelBake1.g9969.t1	0.0996	nonshared
nxHelBake1.g9971.t1	0.0867	nonshared
nxHelBake1.g9972.t1	0.3206	nonshared
nxHelBake1.g9973.t1	0.0297	nonshared
nxHelBake1.g9974.t1	0.0415	nonshared
nxHelBake1.g9985.t1	0.0474	nonshared
nxHelBake1.g9986.t1	0.0951	nonshared
nxHelBake1.g9987.t4	0.5816	nonshared
nxHelBake1.g9988.t1	0.1001	nonshared
nxHelBake1.g9994.t1	0.1141	nonshared
nxHelBake1.g9995.t1	0.0564	nonshared
nxHelBake1.g9996.t1	0.0766	nonshared
nxHelBake1.g9997.t1	0.0153	nonshared
nxHelBake1.g9998.t1	0.0395	nonshared
nxHelBake1.g9999.t4	0.0600	nonshared
nxHelBake1.g10000.t1	0.0783	nonshared
nxHelBake1.g10008.t1	0.0978	nonshared
nxHelBake1.g10010.t1	0.1357	nonshared
nxHelBake1.g10017.t1	0.0822	nonshared
nxHelBake1.g10019.t1	0.0000	nonshared
nxHelBake1.g10020.t1	0.0861	nonshared
nxHelBake1.g10022.t2	0.0688	nonshared
nxHelBake1.g10023.t1	0.1058	nonshared
nxHelBake1.g10024.t3	0.1202	nonshared
nxHelBake1.g10025.t1	0.0752	nonshared
nxHelBake1.g10026.t1	0.0660	nonshared
nxHelBake1.g10028.t2	0.0422	nonshared
nxHelBake1.g10029.t1	0.0679	nonshared
nxHelBake1.g10030.t1	0.0903	nonshared
nxHelBake1.g10032.t1	0.0880	nonshared
nxHelBake1.g10034.t1	0.1137	nonshared
nxHelBake1.g10037.t1	0.0610	nonshared
nxHelBake1.g10038.t1	0.1367	nonshared
nxHelBake1.g10039.t1	0.0766	nonshared
nxHelBake1.g10040.t1	0.1001	nonshared
nxHelBake1.g10047.t4	0.1005	nonshared
nxHelBake1.g10048.t1	0.0506	nonshared
nxHelBake1.g10049.t1	0.1155	nonshared
nxHelBake1.g10050.t2	0.1518	nonshared
nxHelBake1.g10051.t1	0.1071	nonshared
nxHelBake1.g10053.t1	0.1205	nonshared
nxHelBake1.g10054.t1	0.0630	nonshared
nxHelBake1.g10055.t1	0.0722	nonshared
nxHelBake1.g10060.t1	0.1285	nonshared
nxHelBake1.g10063.t1	0.3053	nonshared
nxHelBake1.g10064.t1	0.0880	nonshared
nxHelBake1.g10067.t2	0.0270	nonshared
nxHelBake1.g10069.t3	0.0679	nonshared
nxHelBake1.g10070.t1	0.0724	nonshared
nxHelBake1.g10071.t1	0.0593	nonshared
nxHelBake1.g10073.t1	0.1063	nonshared
nxHelBake1.g10075.t1	0.0950	nonshared
nxHelBake1.g10077.t1	0.1064	nonshared
nxHelBake1.g10078.t1	0.2237	nonshared
nxHelBake1.g10083.t1	0.1064	nonshared
nxHelBake1.g10084.t1	0.0582	nonshared
nxHelBake1.g10085.t1	0.0976	nonshared
nxHelBake1.g10086.t1	0.2172	nonshared
nxHelBake1.g10095.t1	0.0223	nonshared
nxHelBake1.g10096.t2	0.0655	nonshared
nxHelBake1.g10097.t2	0.0637	nonshared
nxHelBake1.g10100.t1	0.0347	nonshared
nxHelBake1.g10102.t1	0.1014	nonshared
nxHelBake1.g10105.t1	0.0890	nonshared
nxHelBake1.g10106.t1	0.1196	nonshared
nxHelBake1.g10107.t1	0.1240	nonshared
nxHelBake1.g10109.t2	0.0961	nonshared
nxHelBake1.g10110.t1	0.0523	nonshared
nxHelBake1.g10111.t2	0.0686	nonshared
nxHelBake1.g10112.t1	0.1105	nonshared
nxHelBake1.g10113.t1	0.0718	nonshared
nxHelBake1.g10114.t1	0.0620	nonshared
nxHelBake1.g10115.t1	0.0983	nonshared
nxHelBake1.g10116.t1	0.1013	nonshared
nxHelBake1.g10118.t1	0.1064	nonshared
nxHelBake1.g10119.t4	0.0841	nonshared
nxHelBake1.g10120.t1	0.1701	nonshared
nxHelBake1.g10121.t1	0.1217	nonshared
nxHelBake1.g10122.t1	0.0814	nonshared
nxHelBake1.g10124.t1	0.0865	nonshared
nxHelBake1.g10125.t1	0.0841	nonshared
nxHelBake1.g10126.t1	0.0573	nonshared
nxHelBake1.g10127.t1	0.0785	nonshared
nxHelBake1.g10129.t1	0.5348	nonshared
nxHelBake1.g10128.t1	0.4949	nonshared
nxHelBake1.g10131.t1	0.0732	nonshared
nxHelBake1.g10134.t1	0.0683	nonshared
nxHelBake1.g10135.t1	0.0880	nonshared
nxHelBake1.g10136.t1	0.0002	nonshared
nxHelBake1.g10137.t1	0.0095	nonshared
nxHelBake1.g10140.t1	0.1274	nonshared
nxHelBake1.g10142.t1	0.0729	nonshared
nxHelBake1.g10141.t2	0.1577	nonshared
nxHelBake1.g10143.t2	0.1350	nonshared
nxHelBake1.g10145.t1	0.0260	nonshared
nxHelBake1.g10148.t1	0.0139	nonshared
nxHelBake1.g10149.t1	0.0436	nonshared
nxHelBake1.g10150.t1	0.0884	nonshared
nxHelBake1.g10151.t1	0.1853	nonshared
nxHelBake1.g10152.t1	0.1496	nonshared
nxHelBake1.g10153.t1	0.1013	nonshared
nxHelBake1.g10154.t1	0.1152	nonshared
nxHelBake1.g10155.t1	0.0658	nonshared
nxHelBake1.g10156.t3	0.1019	nonshared
nxHelBake1.g10157.t1	0.1495	nonshared
nxHelBake1.g10159.t1	0.1853	nonshared
nxHelBake1.g10160.t1	0.1018	nonshared
nxHelBake1.g10161.t1	0.0307	nonshared
nxHelBake1.g10162.t1	0.0941	nonshared
nxHelBake1.g10164.t1	0.0649	nonshared
nxHelBake1.g10166.t1	0.0341	nonshared
nxHelBake1.g10169.t1	0.0749	nonshared
nxHelBake1.g10170.t1	0.0281	nonshared
nxHelBake1.g10165.t1	0.0476	nonshared
nxHelBake1.g10172.t1	0.1497	nonshared
nxHelBake1.g10176.t1	0.0751	nonshared
nxHelBake1.g10177.t1	0.1117	nonshared
nxHelBake1.g10178.t1	0.0696	nonshared
nxHelBake1.g10179.t1	0.0452	nonshared
nxHelBake1.g10180.t1	0.0867	nonshared
nxHelBake1.g10181.t4	0.1079	nonshared
nxHelBake1.g10182.t2	0.1287	nonshared
nxHelBake1.g10184.t1	0.0644	nonshared
nxHelBake1.g10186.t1	0.2459	nonshared
nxHelBake1.g10187.t1	0.1003	nonshared
nxHelBake1.g10190.t1	0.1230	nonshared
nxHelBake1.g10191.t1	0.1090	nonshared
nxHelBake1.g10192.t1	0.1261	nonshared
nxHelBake1.g10200.t1	0.2210	nonshared
nxHelBake1.g10201.t1	0.1811	nonshared
nxHelBake1.g10202.t2	0.1223	nonshared
nxHelBake1.g10203.t1	0.0846	nonshared
nxHelBake1.g10206.t1	0.1609	nonshared
nxHelBake1.g10207.t1	0.0327	nonshared
nxHelBake1.g10209.t2	0.0815	nonshared
nxHelBake1.g10210.t1	0.0960	nonshared
nxHelBake1.g10214.t1	0.0851	nonshared
nxHelBake1.g10215.t1	0.0494	nonshared
nxHelBake1.g10216.t1	0.0849	nonshared
nxHelBake1.g10219.t1	0.0659	nonshared
nxHelBake1.g10220.t1	0.0485	nonshared
nxHelBake1.g10221.t1	0.0673	nonshared
nxHelBake1.g10222.t1	0.0927	nonshared
nxHelBake1.g10223.t1	0.0809	nonshared
nxHelBake1.g10225.t1	0.1207	nonshared
nxHelBake1.g10226.t1	0.1007	nonshared
nxHelBake1.g10227.t2	0.0325	nonshared
nxHelBake1.g10228.t1	0.0999	nonshared
nxHelBake1.g10230.t1	0.0235	nonshared
nxHelBake1.g10235.t4	0.2128	nonshared
nxHelBake1.g10238.t1	0.0400	nonshared
nxHelBake1.g10244.t6	0.0932	nonshared
nxHelBake1.g10245.t1	0.1350	nonshared
nxHelBake1.g10246.t1	0.1219	nonshared
nxHelBake1.g10248.t1	0.0847	nonshared
nxHelBake1.g10249.t1	0.1343	nonshared
nxHelBake1.g10253.t1	0.0682	nonshared
nxHelBake1.g10254.t1	0.0646	nonshared
nxHelBake1.g10255.t1	0.0451	nonshared
nxHelBake1.g10256.t1	0.0274	nonshared
nxHelBake1.g10258.t1	0.0752	nonshared
nxHelBake1.g10259.t1	0.2118	nonshared
nxHelBake1.g10260.t1	0.0584	nonshared
nxHelBake1.g10267.t1	0.0490	nonshared
nxHelBake1.g10268.t1	0.1146	nonshared
nxHelBake1.g10274.t1	0.2007	nonshared
nxHelBake1.g10278.t1	0.1471	nonshared
nxHelBake1.g10281.t1	0.0521	nonshared
nxHelBake1.g10282.t1	0.0128	nonshared
nxHelBake1.g10283.t1	0.1229	nonshared
nxHelBake1.g10285.t1	0.1306	nonshared
nxHelBake1.g10286.t1	0.1208	nonshared
nxHelBake1.g10287.t1	0.0526	nonshared
nxHelBake1.g10288.t4	0.0793	nonshared
nxHelBake1.g10290.t1	0.0740	nonshared
nxHelBake1.g10291.t1	0.0378	nonshared
nxHelBake1.g10292.t1	0.1312	nonshared
nxHelBake1.g10293.t3	0.0638	nonshared
nxHelBake1.g10294.t1	0.0469	nonshared
nxHelBake1.g10295.t1	0.1143	nonshared
nxHelBake1.g10296.t1	0.1103	nonshared
nxHelBake1.g10297.t1	0.3466	nonshared
nxHelBake1.g10298.t1	0.0868	nonshared
nxHelBake1.g10299.t1	0.0602	nonshared
nxHelBake1.g10300.t1	0.0544	nonshared
nxHelBake1.g10301.t1	0.0932	nonshared
nxHelBake1.g10302.t1	0.0670	nonshared
nxHelBake1.g10303.t1	0.1209	nonshared
nxHelBake1.g10305.t1	0.0415	nonshared
nxHelBake1.g10307.t1	0.0634	nonshared
nxHelBake1.g10309.t1	0.0894	nonshared
nxHelBake1.g10310.t1	0.1190	nonshared
nxHelBake1.g10312.t1	0.0694	nonshared
nxHelBake1.g10313.t10	0.0547	nonshared
nxHelBake1.g10314.t1	0.1293	nonshared
nxHelBake1.g10315.t1	0.0314	nonshared
nxHelBake1.g10316.t1	0.0880	nonshared
nxHelBake1.g10318.t1	0.0722	nonshared
nxHelBake1.g10319.t1	0.0956	nonshared
nxHelBake1.g10320.t1	0.0333	nonshared
nxHelBake1.g10321.t2	0.0838	nonshared
nxHelBake1.g10323.t1	0.1257	nonshared
nxHelBake1.g10325.t1	0.0975	nonshared
nxHelBake1.g10326.t1	0.1837	nonshared
nxHelBake1.g10331.t3	0.1158	nonshared
nxHelBake1.g10333.t1	0.2336	nonshared
nxHelBake1.g10335.t1	0.1110	nonshared
nxHelBake1.g10336.t1	0.0768	nonshared
nxHelBake1.g10337.t2	0.0708	nonshared
nxHelBake1.g10338.t2	0.1592	nonshared
nxHelBake1.g10339.t4	0.1517	nonshared
nxHelBake1.g10340.t1	0.0766	nonshared
nxHelBake1.g10341.t2	0.0846	nonshared
nxHelBake1.g10349.t1	0.0869	nonshared
nxHelBake1.g10352.t1	0.1657	nonshared
nxHelBake1.g10353.t1	0.0893	nonshared
nxHelBake1.g10354.t1	0.1009	nonshared
nxHelBake1.g10355.t1	0.0686	nonshared
nxHelBake1.g10357.t1	0.1008	nonshared
nxHelBake1.g10364.t1	0.0774	nonshared
nxHelBake1.g10366.t1	0.0876	nonshared
nxHelBake1.g10369.t1	0.0976	nonshared
nxHelBake1.g10370.t1	0.0964	nonshared
nxHelBake1.g10371.t1	0.1074	nonshared
nxHelBake1.g10372.t1	0.1098	nonshared
nxHelBake1.g10374.t1	0.1223	nonshared
nxHelBake1.g10378.t1	0.0170	nonshared
nxHelBake1.g10379.t1	0.0671	nonshared
nxHelBake1.g10380.t1	0.0672	nonshared
nxHelBake1.g10381.t5	0.0608	nonshared
nxHelBake1.g10384.t1	0.0768	nonshared
nxHelBake1.g10386.t1	0.0559	nonshared
nxHelBake1.g10387.t2	0.1337	nonshared
nxHelBake1.g10391.t2	0.0335	nonshared
nxHelBake1.g10394.t1	0.0771	nonshared
nxHelBake1.g10395.t1	0.0759	nonshared
nxHelBake1.g10396.t1	0.1279	nonshared
nxHelBake1.g10397.t1	0.0827	nonshared
nxHelBake1.g10398.t1	0.0430	nonshared
nxHelBake1.g10403.t1	0.0389	nonshared
nxHelBake1.g10405.t1	0.0414	nonshared
nxHelBake1.g10406.t1	0.0535	nonshared
nxHelBake1.g10407.t1	0.1122	nonshared
nxHelBake1.g10408.t1	0.0760	nonshared
nxHelBake1.g10409.t1	0.1243	nonshared
nxHelBake1.g10410.t2	0.0700	nonshared
nxHelBake1.g10412.t1	0.2453	nonshared
nxHelBake1.g10413.t1	0.1662	nonshared
nxHelBake1.g10414.t1	0.0751	nonshared
nxHelBake1.g10416.t1	0.0899	nonshared
nxHelBake1.g10417.t1	0.1099	nonshared
nxHelBake1.g10418.t1	0.0986	nonshared
nxHelBake1.g10419.t1	0.0928	nonshared
nxHelBake1.g10420.t1	0.1467	nonshared
nxHelBake1.g10421.t1	0.1714	nonshared
nxHelBake1.g10424.t1	0.0789	nonshared
nxHelBake1.g10426.t1	0.0978	nonshared
nxHelBake1.g10427.t1	0.0520	nonshared
nxHelBake1.g10428.t1	0.0371	nonshared
nxHelBake1.g10430.t2	0.1518	nonshared
nxHelBake1.g10432.t1	0.0549	nonshared
nxHelBake1.g10433.t1	0.0425	nonshared
nxHelBake1.g10434.t1	0.0330	nonshared
nxHelBake1.g10435.t1	0.0876	nonshared
nxHelBake1.g10436.t1	0.0682	nonshared
nxHelBake1.g10437.t1	0.0448	nonshared
nxHelBake1.g10438.t1	0.1679	nonshared
nxHelBake1.g10439.t2	0.1401	nonshared
nxHelBake1.g10442.t1	0.0095	nonshared
nxHelBake1.g10443.t2	0.3664	nonshared
nxHelBake1.g10449.t1	0.0722	nonshared
nxHelBake1.g10450.t2	0.0813	nonshared
nxHelBake1.g10451.t1	0.0346	nonshared
nxHelBake1.g10454.t1	0.0566	nonshared
nxHelBake1.g10455.t1	0.0880	nonshared
nxHelBake1.g10456.t1	0.1671	nonshared
nxHelBake1.g10457.t1	0.1357	nonshared
nxHelBake1.g10458.t1	0.1264	nonshared
nxHelBake1.g10459.t1	0.1488	nonshared
nxHelBake1.g10461.t1	0.0667	nonshared
nxHelBake1.g10462.t4	0.0589	nonshared
nxHelBake1.g10463.t1	0.0315	nonshared
nxHelBake1.g10464.t1	0.0288	nonshared
nxHelBake1.g10469.t1	0.0501	nonshared
nxHelBake1.g10472.t1	0.0649	nonshared
nxHelBake1.g10473.t1	0.0575	nonshared
nxHelBake1.g10474.t1	0.0287	nonshared
nxHelBake1.g10477.t1	0.0498	nonshared
nxHelBake1.g10478.t2	0.1015	nonshared
nxHelBake1.g10482.t1	0.1255	nonshared
nxHelBake1.g10491.t1	0.1278	nonshared
nxHelBake1.g10493.t1	0.3568	nonshared
nxHelBake1.g10497.t1	0.1642	nonshared
nxHelBake1.g10507.t2	0.0737	nonshared
nxHelBake1.g10508.t1	0.5684	nonshared
nxHelBake1.g10509.t2	0.0346	nonshared
nxHelBake1.g10510.t1	0.0581	nonshared
nxHelBake1.g10513.t1	0.1232	nonshared
nxHelBake1.g10515.t1	0.1520	nonshared
nxHelBake1.g10518.t1	0.0572	nonshared
nxHelBake1.g10519.t1	0.0570	nonshared
nxHelBake1.g10520.t1	0.0778	nonshared
nxHelBake1.g10521.t1	0.0978	nonshared
nxHelBake1.g10523.t1	0.0435	nonshared
nxHelBake1.g10524.t1	0.2740	nonshared
nxHelBake1.g10528.t1	0.1176	nonshared
nxHelBake1.g10529.t1	0.0846	nonshared
nxHelBake1.g10530.t1	0.0715	nonshared
nxHelBake1.g10531.t2	0.0392	nonshared
nxHelBake1.g10533.t1	0.0562	nonshared
nxHelBake1.g10536.t1	0.0428	nonshared
nxHelBake1.g10537.t1	0.0003	nonshared
nxHelBake1.g10538.t4	0.0818	nonshared
nxHelBake1.g10541.t1	0.0765	nonshared
nxHelBake1.g10542.t1	0.1519	nonshared
nxHelBake1.g10543.t1	0.1303	nonshared
nxHelBake1.g19081.t1	0.1725	nonshared
nxHelBake1.g10553.t1	0.1432	nonshared
nxHelBake1.g10556.t1	0.0206	nonshared
nxHelBake1.g10557.t1	0.0480	nonshared
nxHelBake1.g10559.t1	0.2141	nonshared
nxHelBake1.g10560.t1	0.0735	nonshared
nxHelBake1.g10561.t1	0.1335	nonshared
nxHelBake1.g10562.t2	0.0378	nonshared
nxHelBake1.g10569.t1	0.1471	nonshared
nxHelBake1.g10570.t1	0.2477	nonshared
nxHelBake1.g10572.t1	0.0918	nonshared
nxHelBake1.g10573.t1	0.1044	nonshared
nxHelBake1.g10574.t1	0.0324	nonshared
nxHelBake1.g10575.t1	0.1106	nonshared
nxHelBake1.g10577.t1	0.0491	nonshared
nxHelBake1.g10578.t1	0.0242	nonshared
nxHelBake1.g10579.t2	0.0635	nonshared
nxHelBake1.g10581.t1	0.1015	nonshared
nxHelBake1.g10595.t1	0.0968	nonshared
nxHelBake1.g10596.t1	0.0724	nonshared
nxHelBake1.g10597.t1	0.0168	nonshared
nxHelBake1.g10598.t1	0.0646	nonshared
nxHelBake1.g10599.t3	0.0753	nonshared
nxHelBake1.g10600.t1	0.0898	nonshared
nxHelBake1.g10605.t2	0.0632	nonshared
nxHelBake1.g10621.t1	0.0708	nonshared
nxHelBake1.g10622.t1	0.0192	nonshared
nxHelBake1.g10623.t3	0.0713	nonshared
nxHelBake1.g10628.t1	0.1282	nonshared
nxHelBake1.g10629.t3	0.1009	nonshared
nxHelBake1.g10630.t4	0.0499	nonshared
nxHelBake1.g10631.t1	0.0927	nonshared
nxHelBake1.g10633.t1	0.7409	nonshared
nxHelBake1.g10639.t1	0.0000	nonshared
nxHelBake1.g10643.t1	0.0324	nonshared
nxHelBake1.g10646.t1	0.1229	nonshared
nxHelBake1.g10648.t1	0.0698	nonshared
nxHelBake1.g10649.t1	0.1303	nonshared
nxHelBake1.g10650.t3	0.1130	nonshared
nxHelBake1.g10651.t1	0.0709	nonshared
nxHelBake1.g10652.t1	0.0836	nonshared
nxHelBake1.g10653.t1	0.0153	nonshared
nxHelBake1.g10654.t1	0.0988	nonshared
nxHelBake1.g10655.t1	0.0483	nonshared
nxHelBake1.g10657.t1	0.0342	nonshared
nxHelBake1.g10660.t1	0.0440	nonshared
nxHelBake1.g10661.t2	0.0382	nonshared
nxHelBake1.g10662.t1	0.0785	nonshared
nxHelBake1.g10663.t1	0.0935	nonshared
nxHelBake1.g10664.t1	0.0680	nonshared
nxHelBake1.g10665.t1	0.0800	nonshared
nxHelBake1.g10666.t1	0.0346	nonshared
nxHelBake1.g10667.t1	0.1043	nonshared
nxHelBake1.g10669.t1	0.1040	nonshared
nxHelBake1.g10671.t1	0.0918	nonshared
nxHelBake1.g10673.t1	0.0117	nonshared
nxHelBake1.g10676.t1	0.3144	nonshared
nxHelBake1.g10677.t1	0.0307	nonshared
nxHelBake1.g10679.t2	0.0892	nonshared
nxHelBake1.g10680.t1	0.2092	nonshared
nxHelBake1.g10682.t1	0.0170	nonshared
nxHelBake1.g10683.t1	0.0866	nonshared
nxHelBake1.g10686.t1	0.1659	nonshared
nxHelBake1.g10689.t1	0.0946	nonshared
nxHelBake1.g10690.t1	0.1030	nonshared
nxHelBake1.g10691.t1	0.0995	nonshared
nxHelBake1.g10692.t1	0.0915	nonshared
nxHelBake1.g10696.t3	0.0606	nonshared
nxHelBake1.g10699.t2	0.0914	nonshared
nxHelBake1.g10700.t2	0.0203	nonshared
nxHelBake1.g10701.t1	0.0998	nonshared
nxHelBake1.g10702.t1	0.1107	nonshared
nxHelBake1.g10708.t1	0.0390	nonshared
nxHelBake1.g10711.t1	0.0564	nonshared
nxHelBake1.g10712.t1	0.0966	nonshared
nxHelBake1.g10713.t1	0.1413	nonshared
nxHelBake1.g10717.t1	0.0596	nonshared
nxHelBake1.g10719.t1	0.0893	nonshared
nxHelBake1.g10720.t1	0.0779	nonshared
nxHelBake1.g10721.t1	0.0375	nonshared
nxHelBake1.g10722.t1	0.1407	nonshared
nxHelBake1.g10724.t1	0.1010	nonshared
nxHelBake1.g10725.t1	0.1408	nonshared
nxHelBake1.g10728.t1	0.0323	nonshared
nxHelBake1.g10730.t1	0.0396	nonshared
nxHelBake1.g10731.t1	0.1161	nonshared
nxHelBake1.g10732.t1	0.0296	nonshared
nxHelBake1.g10734.t3	0.0739	nonshared
nxHelBake1.g10735.t1	0.0353	nonshared
nxHelBake1.g10737.t1	0.0478	nonshared
nxHelBake1.g10738.t1	0.1131	nonshared
nxHelBake1.g10739.t1	0.0322	nonshared
nxHelBake1.g10740.t1	0.0423	nonshared
nxHelBake1.g10744.t1	0.0834	nonshared
nxHelBake1.g10747.t1	0.1203	nonshared
nxHelBake1.g10762.t1	0.0657	nonshared
nxHelBake1.g10760.t1	0.0758	nonshared
nxHelBake1.g10758.t1	0.0261	nonshared
nxHelBake1.g10757.t1	0.0913	nonshared
nxHelBake1.g10756.t1	0.0777	nonshared
nxHelBake1.g10755.t1	0.0703	nonshared
nxHelBake1.g10763.t1	0.0741	nonshared
nxHelBake1.g10764.t1	0.0906	nonshared
nxHelBake1.g10766.t1	0.1174	nonshared
nxHelBake1.g10771.t1	0.1150	nonshared
nxHelBake1.g10772.t2	0.0530	nonshared
nxHelBake1.g10773.t1	0.0784	nonshared
nxHelBake1.g10774.t1	0.0383	nonshared
nxHelBake1.g10778.t1	0.0953	nonshared
nxHelBake1.g10780.t1	0.0549	nonshared
nxHelBake1.g10781.t1	0.0487	nonshared
nxHelBake1.g10782.t1	0.1434	nonshared
nxHelBake1.g10794.t1	0.0587	nonshared
nxHelBake1.g10796.t1	0.0475	nonshared
nxHelBake1.g10797.t1	0.0791	nonshared
nxHelBake1.g10799.t2	0.0909	nonshared
nxHelBake1.g10800.t1	0.0723	nonshared
nxHelBake1.g10802.t1	0.0932	nonshared
nxHelBake1.g10804.t1	0.0730	nonshared
nxHelBake1.g10806.t2	0.0600	nonshared
nxHelBake1.g10808.t2	0.0444	nonshared
nxHelBake1.g10810.t1	0.0764	nonshared
nxHelBake1.g10812.t1	0.0446	nonshared
nxHelBake1.g10814.t1	0.1111	nonshared
nxHelBake1.g10815.t1	0.0568	nonshared
nxHelBake1.g10816.t1	0.0537	nonshared
nxHelBake1.g10818.t1	0.0745	nonshared
nxHelBake1.g10819.t1	0.0418	nonshared
nxHelBake1.g10821.t1	0.0001	nonshared
nxHelBake1.g10826.t1	0.0440	nonshared
nxHelBake1.g10827.t1	0.1017	nonshared
nxHelBake1.g10829.t1	0.0319	nonshared
nxHelBake1.g10831.t1	0.0418	nonshared
nxHelBake1.g10833.t1	0.0114	nonshared
nxHelBake1.g10835.t1	0.0395	nonshared
nxHelBake1.g10836.t1	0.0108	nonshared
nxHelBake1.g10838.t1	0.0159	nonshared
nxHelBake1.g10839.t1	0.0370	nonshared
nxHelBake1.g3847.t2	0.0719	nonshared
nxHelBake1.g10844.t1	0.0569	nonshared
nxHelBake1.g10846.t1	0.0593	nonshared
nxHelBake1.g10855.t1	0.0447	nonshared
nxHelBake1.g10858.t1	0.0381	nonshared
nxHelBake1.g10859.t1	0.0136	nonshared
nxHelBake1.g10860.t1	0.0286	nonshared
nxHelBake1.g10863.t1	0.0521	nonshared
nxHelBake1.g10864.t1	0.0602	nonshared
nxHelBake1.g10865.t1	0.0627	nonshared
nxHelBake1.g10866.t1	0.0209	nonshared
nxHelBake1.g10869.t1	0.0412	nonshared
nxHelBake1.g10870.t1	0.0462	nonshared
nxHelBake1.g10872.t1	0.0349	nonshared
nxHelBake1.g10873.t1	0.0340	nonshared
nxHelBake1.g10874.t1	0.0481	nonshared
nxHelBake1.g10875.t1	0.1116	nonshared
nxHelBake1.g10876.t1	0.0684	nonshared
nxHelBake1.g10877.t2	0.1040	nonshared
nxHelBake1.g10880.t1	0.0487	nonshared
nxHelBake1.g10881.t1	0.0421	nonshared
nxHelBake1.g10883.t1	0.0958	nonshared
nxHelBake1.g10886.t1	0.0162	nonshared
nxHelBake1.g10887.t1	0.0414	nonshared
nxHelBake1.g10888.t1	0.0123	nonshared
nxHelBake1.g10889.t1	0.0088	nonshared
nxHelBake1.g10893.t1	0.0862	nonshared
nxHelBake1.g10900.t1	0.1491	nonshared
nxHelBake1.g10909.t1	0.0594	nonshared
nxHelBake1.g10918.t1	0.0478	nonshared
nxHelBake1.g10922.t1	0.0293	nonshared
nxHelBake1.g10924.t1	0.0769	nonshared
nxHelBake1.g10925.t5	0.0591	nonshared
nxHelBake1.g10927.t1	0.0424	nonshared
nxHelBake1.g10928.t1	0.0506	nonshared
nxHelBake1.g10935.t1	0.0575	nonshared
nxHelBake1.g10936.t1	0.0223	nonshared
nxHelBake1.g10958.t1	1.0764	nonshared
nxHelBake1.g10959.t1	0.1584	nonshared
nxHelBake1.g10960.t1	0.0299	nonshared
nxHelBake1.g10961.t1	0.0407	nonshared
nxHelBake1.g10965.t1	0.0696	nonshared
nxHelBake1.g10966.t1	0.0888	nonshared
nxHelBake1.g10968.t1	0.1140	nonshared
nxHelBake1.g10970.t1	0.0446	nonshared
nxHelBake1.g10971.t1	0.0663	nonshared
nxHelBake1.g10972.t1	0.0397	nonshared
nxHelBake1.g10973.t1	0.0566	nonshared
nxHelBake1.g10974.t1	0.0751	nonshared
nxHelBake1.g10984.t1	0.0219	nonshared
nxHelBake1.g10985.t1	0.0714	nonshared
