CBG23626b	V	2463602	2465483	96.75
CBG22133	I	2509433	2513511	99.64
CBG16157	X	1960628	1964785	96.25
CBG22273	I	3074034	3074873	100.0
CBG13966	IV	15790927	15795353	95.3
CBG19074	V	12659206	12660207	99.01
CBG06617	V	7054277	7055379	98.95
CBG07416	X	19310385	19318049	94.53
CBG20218	II	1255458	1257581	93.24
CBG18600	V	17384780	17388062	96.51
CBG13275	III	6182407	6182832	100.0
CBG11908a	I	7047119	7047796	100.0
CBG05503	IV	6743424	6743986	96.3
CBG18282	III	5388584	5392172	99.87
CBG19769	I	14989805	14997195	95.62
CBG14084	X	7942425	7945531	96.5
CBG12253	III	12440383	12440974	100.0
CBG00005f	III	12091223	12112609	94.2
CBG15632	IV	13936058	13937738	100.0
CBG03930	I	4913652	4914370	96.94
CBG03063	II	7586055	7586471	100.0
CBG13587	IV	17472721	17473667	100.0
CBG12960b	II	6517325	6523125	99.7
CBG06071	IV	8482269	8483098	99.21
CBG12250	III	12436490	12437935	100.0
CBG01798	IV	10441391	10444566	99.15
CBG15761	III	1487524	1491802	100.0
CBG18602	V	17378622	17378897	100.0
CBG08224b	I	6017433	6026779	97.6
CBG00546	II	4174868	4179634	99.59
CBG18035	III	7003553	7004123	94.78
CBG02509a	II	9900219	9901306	94.26
CBG02095	X	4277647	4283307	99.04
CBG12362	I	8934160	8934601	100.0
CBG00888	II	898988	901735	96.44
CBG21967	II	2078018	2103425	91.64
CBG09110	III	3862970	3864163	98.78
CBG04200	I	4078150	4081439	97.24
CBG00873	II	995015	1003695	98.37
CBG11993	I	7417071	7422444	96.15
CBG06800	III	10623573	10624016	100.0
CBG30315	III	5542826	5543220	97.0
CBG05752	IV	8123362	8124145	98.72
CBG18297	III	5318079	5321348	97.2
CBG12166	V	5461346	5465971	95.84
CBG05117a	I	1501569	1506976	98.69
CBG14775	X	11244447	11245225	100.0
CBG22920	III	14159667	14163759	95.17
CBG19743	I	14833580	14838194	97.32
CBG19780	I	15037307	15041132	99.79
CBG17963a	III	7275012	7278066	98.95
CBG02013	X	3816047	3819883	98.95
CBG11706	III	2373818	2374658	100.0
CBG18251	III	5527224	5528194	100.0
CBG09778	III	8494650	8497935	98.53
CBG16474	III	7335760	7337274	97.67
CBG19722	I	14709153	14716201	98.16
CBG04114	I	3897504	3897908	98.73
CBG24611b	III	4855402	4856239	99.18
CBG18084	III	6798119	6804163	96.88
CBG13222	III	6004315	6005340	93.08
CBG22050	I	1964757	1969136	99.79
CBG13912	IV	16127095	16129325	95.09
CBG21269	IV	13592448	13595201	94.95
CBG19764	I	14978617	14979256	99.15
CBG12509	I	9265652	9267430	97.02
CBG13626	I	11675053	11675787	98.75
CBG04041	I	4451377	4452543	100.0
CBG12511	I	9270120	9270901	99.41
CBG22791	X	16334971	16343846	95.84
CBG06671	V	7286070	7289949	95.48
CBG06446	V	6516620	6517184	100.0
CBG02221	I	8152352	8156799	96.0
CBG23147	V	9785295	9786020	100.0
CBG15745	III	1415274	1418777	92.8
CBG10142b	III	9851593	9863689	96.35
CBG17891b	V	5736442	5741059	86.67
CBG18986	V	12351035	12352014	100.0
CBG03481	IV	9984205	9984849	97.41
CBG30135	II	10354224	10355022	96.77
CBG31388	V	19373599	19380920	95.97
CBG20173	III	11568712	11570171	97.42
CBG02766	II	8783965	8792193	98.99
CBG21770c	IV	4410903	4411852	99.15
CBG02885	II	8327665	8328859	99.03
CBG07051	II	16323065	16326592	96.67
CBG31364	I	4525453	4529197	94.32
CBG07553	X	18690722	18712659	96.4
CBG03325	IV	9352454	9353052	93.68
CBG21529c	IV	1867614	1876838	95.75
CBG13624	I	11658685	11674880	92.84
CBG19257	V	13356164	13363603	96.69
CBG21517	IV	1829249	1833209	95.62
CBG23527	V	8403690	8405992	97.81
CBG07933	I	13974981	13978998	98.01
CBG05361	IV	15474656	15477763	98.53
CBG11201b	II	5652676	5664816	99.87
CBG11417b	V	384558	385784	95.49
CBG14565	X	10248383	10252980	93.18
CBG04000	I	4609486	4611550	97.07
CBG13400	II	2989076	2992119	99.21
CBG01082	V	5121319	5136138	98.9
CBG04023	I	4518233	4519641	96.35
CBG21174	III	13185979	13187522	97.01
CBG11649	IV	3293272	3298492	96.63
CBG22218	I	2846735	2856573	99.55
CBG20440	II	14733906	14747472	97.46
CBG02606c	II	9482021	9486869	97.83
CBG29949	I	4817341	4819290	97.46
CBG03398b	IV	9657885	9662541	96.87
CBG05118	I	1496207	1498414	90.62
CBG30600	V	14014163	14015159	96.84
CBG12525	I	9331771	9340267	89.71
CBG03816	I	5379265	5380777	95.32
CBG07067	II	16254677	16259211	93.93
CBG09106	III	3881694	3884360	90.32
CBG03249	II	6863670	6866176	99.54
CBG20458	I	6807983	6809308	95.33
CBG18012	III	7101609	7102849	96.36
CBG20911	II	11901491	11912817	94.86
CBG07755	X	17631322	17634366	96.72
CBG00477	III	1740874	1744820	94.49
CBG03043	II	7645196	7647980	98.09
CBG22727	X	16598752	16610316	98.1
CBG30641	V	11462251	11463144	98.7
CBG04063	I	4380983	4383901	99.0
CBG18585	V	17463409	17464257	100.0
CBG03724	I	5680697	5681578	94.62
CBG10012	III	9333195	9335007	37.61
CBG11217	II	5726810	5729338	95.77
CBG05147	I	1312275	1318144	92.98
CBG09771	III	8471211	8474868	95.77
CBG12282a	III	12598217	12610524	96.79
CBG16943	I	994797	995177	98.41
CBG09793	III	8545006	8546244	97.8
CBG06843b	III	10406123	10407982	81.82
CBG09283a	V	11737509	11740184	98.64
CBG18062	III	6860829	6864686	97.97
CBG11347	V	634103	637714	93.76
CBG22663	IV	3517820	3518109	100.0
CBG09983	III	9257033	9257673	100.0
CBG21807	V	2492975	2499139	99.17
CBG12689a	I	9905876	9912877	98.19
CBG02282	II	10731300	10732907	97.31
CBG09825	III	8659094	8659830	96.06
CBG03613	III	11124835	11128394	99.56
CBG14969	I	3747732	3750880	94.84
CBG03306a	II	6614348	6615664	91.5
CBG22164	I	2628703	2630241	99.09
CBG13282	III	6212624	6217820	98.96
CBG22474b	III	2802803	2812688	89.94
CBG00049	X	14090339	14091105	96.77
CBG06915	III	10125708	10130229	99.0
CBG24673	III	4724433	4726283	93.29
CBG16554c	III	7643757	7656330	98.67
CBG04049	I	4429121	4429690	95.45
CBG03260	II	6815823	6816650	98.21
CBG02083	X	4219466	4224027	98.93
CBG25182	I	2334849	2337650	100.0
CBG15693	III	1074714	1077661	95.87
CBG03493	IV	10049330	10052803	98.06
CBG16008	X	2565197	2569244	99.1
CBG24161	III	3078969	3085652	96.47
CBG10881	X	12197042	12198736	98.59
CBG15383	I	13693709	13705587	85.05
CBG15196	III	383096	386256	87.84
CBG23394	V	8846456	8852991	99.71
CBG01524	V	1311863	1312456	98.99
CBG14597	X	10382782	10384156	99.01
CBG04560	V	14411353	14415025	98.44
CBG12437	I	8616363	8618982	95.5
CBG14891d	I	3423938	3429146	93.69
CBG17813	V	17699044	17707045	94.5
CBG06014	IV	7286317	7290043	98.16
CBG15921	X	3033380	3043333	96.64
CBG15980b	X	2713214	2725172	87.14
CBG31147	IV	10491827	10492261	96.85
CBG23430	V	8715726	8718954	90.76
CBG02665	II	9266765	9269640	95.21
CBG03543	III	10794325	10797817	99.39
CBG18245	III	5542704	5544930	100.0
CBG21580	IV	2108537	2117776	99.23
CBG20796	II	11410411	11415844	97.27
CBG14947	I	3643136	3647669	98.62
CBG12098	I	7846712	7849449	95.38
CBG11512	V	83835	87561	99.5
CBG03720b	I	5668133	5674266	95.45
CBG24513	X	702551	703353	100.0
CBG12480	I	9167389	9171553	97.07
CBG12505	I	9254244	9255103	98.61
CBG14057	X	7837765	7838898	97.97
CBG11890	I	375146	375885	97.42
CBG14317	X	9091309	9096260	96.91
CBG12017a	I	7513740	7523436	94.83
CBG12507	I	9257882	9258592	96.79
CBG15297b	III	14265578	14266933	97.13
CBG12604b	I	9611496	9612807	92.81
CBG06027	IV	7245641	7248507	98.14
CBG02799	II	8657502	8657901	93.98
CBG13881	IV	16294074	16295946	97.49
CBG19771	I	14998781	15002281	97.47
CBG12344a	I	9000797	9002081	95.58
CBG20165	III	11618837	11620044	93.89
CBG19676	III	3761910	3766983	98.83
CBG08257	I	6171500	6177135	99.6
CBG21183b	III	13124708	13138313	98.68
CBG24559	I	12033464	12038387	96.05
CBG22399a	IV	3124484	3127715	98.28
CBG08707b	I	15256031	15270690	98.38
CBG18281	III	5392271	5401357	96.95
CBG23501b	V	8501536	8504886	98.28
CBG15803	I	13506215	13514003	97.22
CBG18137	III	6565852	6568972	99.22
CBG01682	IV	10826254	10831379	94.78
CBG02834	II	8506643	8509094	99.42
CBG15716	III	1205754	1209608	99.66
CBG19804	I	15146139	15149632	98.56
CBG08039	I	14545449	14549625	99.37
CBG03562	III	10896552	10899628	96.48
CBG13002	II	6370341	6373659	96.0
CBG11879	I	263268	271766	95.45
CBG16760	X	13268386	13272907	100.0
CBG09069	III	4067044	4069689	97.67
CBG12755b	I	10219287	10223275	95.61
CBG12009	I	7474289	7481277	98.08
CBG23105	V	9935373	9940338	98.85
CBG14555a	X	10199487	10205220	98.23
CBG16328	X	1202028	1215497	99.31
CBG21103	III	3223195	3231750	97.14
CBG03763	I	5590727	5595451	94.87
CBG23434a	V	8703658	8707340	97.98
CBG13326	III	6383115	6387073	98.29
CBG23278	V	9303358	9306712	97.93
CBG23320	V	9135920	9141551	97.11
CBG11120	II	4686204	4692170	97.33
CBG05103	I	1597322	1609745	99.07
CBG02386	II	10317024	10320622	99.19
CBG22999a	III	13762436	13767771	99.67
CBG18039	III	6986772	6991808	96.34
CBG08827	V	1838361	1841064	99.85
CBG19796	I	15127213	15129958	99.56
CBG18273a	III	5437059	5440983	98.33
CBG09721	V	10190636	10202616	97.92
CBG06075	IV	8489943	8493183	97.87
CBG19756	I	14912656	14928249	99.06
CBG17195b	X	6999883	7014298	97.92
CBG01615	IV	11103257	11106347	99.57
CBG23896	V	16330100	16335345	99.25
CBG05519b	IV	6648976	6652734	95.93
CBG14616b	X	10468830	10480003	97.27
CBG08401b	IV	12382518	12404473	97.6
CBG02381	II	10333925	10337140	99.5
CBG11511	V	94520	97921	98.58
CBG20283	I	10950064	10954100	97.97
CBG18391b	III	4953322	4956507	98.07
CBG18897b	V	11994530	12003567	99.04
CBG01792	IV	10455882	10458411	97.27
CBG08220	I	6012769	6015218	99.14
CBG05747a	IV	8140369	8144342	95.95
CBG22378	IV	2997213	3008634	96.32
CBG19737	I	14783453	14808824	98.41
CBG16681	III	8178443	8180691	99.03
CBG23354b	V	8989313	8995355	95.41
CBG12453	I	8556515	8559247	99.19
CBG00621	II	3912218	3914318	99.15
CBG08147	X	466698	469907	95.86
CBG14150b	X	8232722	8239965	99.23
CBG17160	X	7152169	7160416	98.01
CBG22137	I	2521970	2527838	98.63
CBG23724	I	5836010	5843816	99.62
CBG12732	I	10111492	10120904	99.14
CBG13132	II	6012276	6015364	98.56
CBG03958	I	4763513	4769768	96.3
CBG24498	I	5817719	5820018	99.83
CBG24658	V	16512377	16520098	92.46
CBG08826	V	1832452	1837860	99.17
CBG03001	II	7831327	7835455	98.38
CBG05374	IV	7196208	7198831	98.46
CBG18092	III	6771645	6776109	98.06
CBG23453b	V	8652576	8660626	99.36
CBG13088	II	5855231	5857581	99.35
CBG02744b	II	8909854	8917068	99.04
CBG09594	V	10658158	10662021	99.56
CBG08742	I	15361615	15364492	99.19
CBG05918	IV	7603667	7606747	98.81
CBG10016	III	9351847	9360997	96.95
CBG00600	III	14226071	14231347	97.73
CBG04064	I	4375076	4380943	95.33
CBG22974	III	13872444	13888535	97.87
CBG05421	IV	7025552	7029929	95.13
CBG05609a	V	19060987	19066043	99.14
CBG03074a	II	7549427	7554056	96.76
CBG19308	V	13552270	13557405	97.88
CBG00457	IV	504017	506362	99.84
CBG24742	II	5736712	5738879	97.37
CBG13444b	II	2776898	2790584	98.14
CBG09139	III	11771256	11781110	97.53
CBG00745	II	3354726	3357553	97.65
CBG00668	II	3741920	3745452	99.1
CBG02267	II	10793353	10795327	99.3
CBG22284	I	3125574	3133228	99.12
CBG18887a	V	11945289	11952070	99.12
CBG19850a	IV	6358382	6361891	100.0
CBG13208	III	5959804	5963642	98.04
CBG20408	I	12396973	12403783	99.29
CBG18828	I	12786215	12792818	97.23
CBG01518a	V	1297702	1301867	98.8
CBG11191	II	5599433	5603879	98.43
CBG18188	III	5724885	5728411	98.73
CBG13224	III	6006725	6013938	98.56
CBG12658	I	9799506	9802705	99.82
CBG12203	I	8381424	8385344	98.63
CBG20921d	II	11951430	11957451	98.79
CBG02539	II	9797526	9800426	98.96
CBG08719	I	15305765	15307696	94.58
CBG12216	I	8313829	8319235	98.24
CBG07110	II	16017510	16020352	99.11
CBG16834	X	13580891	13604557	98.74
CBG09536	V	10841005	10844583	100.0
CBG13978	IV	15729163	15738921	95.28
CBG03314	IV	9298604	9301561	99.82
CBG22285	I	3134162	3140655	99.83
CBG23399	V	8824667	8826530	99.64
CBG06185a	IV	8921041	8925046	97.04
CBG13675b	IV	740413	756795	99.03
CBG02303	II	10655535	10658807	96.97
CBG11922a	I	7095666	7105197	97.65
CBG19373a	V	13817731	13820410	98.28
CBG22191	I	2747821	2762383	98.89
CBG20503	I	6620983	6635446	91.17
CBG14380	X	9365726	9369020	98.92
CBG14172b	X	8338028	8342037	96.73
CBG09134a	III	11735200	11741679	98.86
CBG08037a	I	14536228	14540476	98.95
CBG04042	I	4448216	4451276	99.53
CBG15720	III	1222820	1230907	98.92
CBG20224	II	1313709	1323104	96.41
CBG12287a	III	12638146	12648395	97.61
CBG21644b	IV	4891341	4900115	98.83
CBG16872	X	13770343	13775933	99.1
CBG05122b	I	1461002	1479220	97.72
CBG12746	I	10183893	10186590	99.05
CBG13294a	III	6282253	6287092	99.54
CBG11979	I	7365417	7368519	97.8
CBG11618b	V	14292647	14312375	98.77
CBG11527	V	44031	46330	98.94
CBG22120	I	2450273	2456984	99.1
CBG11204a	II	5667946	5674961	99.19
CBG23685b	V	2788397	2794298	95.04
CBG12654	I	9790573	9793229	99.63
CBG08584	V	8103561	8107733	98.35
CBG23419	V	8748387	8750942	98.63
CBG15585a	X	15288552	15302134	99.24
CBG22467	III	2751500	2762792	98.91
CBG12178	I	8507667	8509981	99.01
CBG18819	I	12727261	12740921	96.63
CBG14239	X	8712582	8719073	97.35
CBG01811a	IV	10401497	10405128	100.0
CBG12324b	I	9069654	9075494	98.19
CBG10957	X	12490282	12495306	99.51
CBG24054b	IV	14987874	15026816	96.51
CBG14987	I	3802802	3813625	94.33
CBG02320	II	10596418	10602613	98.42
CBG12657	I	9796665	9799464	96.31
CBG18254	III	5518900	5523409	94.87
CBG11105	II	4614039	4619039	96.82
CBG20197	III	11430442	11434412	94.99
CBG05718a	IV	8255685	8258673	99.81
CBG02061	X	4084485	4090567	98.3
CBG10777	I	6369828	6373526	99.35
CBG10959	X	12510974	12515620	99.31
CBG18029b	III	7016315	7030722	98.67
CBG09227c	III	8238956	8245194	98.81
CBG03240	II	6886407	6899329	98.54
CBG14058	X	7840978	7843875	98.19
CBG05410	IV	7069845	7072092	98.47
CBG01087	V	5095321	5101764	98.87
CBG09326	V	11574124	11578437	95.04
CBG06668	V	7274564	7277276	98.77
CBG13333	II	3316028	3337968	97.92
CBG08583	V	8109682	8111738	98.87
CBG09851c	III	8773398	8779319	99.19
CBG00731	II	3429247	3431535	98.8
CBG09813b	III	8630617	8634040	98.16
CBG11848a	I	55625	71769	100.0
CBG12724	I	10093001	10095795	99.82
CBG07728a	X	17734503	17744229	95.37
CBG16343	X	1132642	1135754	99.04
CBG11224	II	5290509	5293906	98.04
CBG09874	III	8889507	8893437	98.49
CBG05912	IV	7622365	7624989	99.61
CBG11884	I	330123	332753	98.89
CBG04501b	X	6456157	6460703	99.01
CBG01980e	X	3669592	3678169	99.81
CBG23076b	V	10017845	10024474	99.64
CBG20662	II	11029473	11033456	95.22
CBG12564a	I	9470352	9472919	98.37
CBG23745	I	5908468	5910756	96.08
CBG07923	I	13894459	13905259	99.8
CBG16339a	X	1154797	1162700	97.03
CBG04128	I	3949864	3952031	99.83
CBG19334a	V	13674648	13678142	100.0
CBG20323	V	18151420	18157139	98.44
CBG23499b	V	8512794	8522818	98.9
CBG12722c	I	10080909	10086365	96.63
CBG06959	II	16598681	16600948	100.0
CBG14654b	X	10641197	10654084	97.98
CBG02934	II	8147440	8150049	99.38
CBG02640b	II	9364922	9367741	99.1
CBG21460	II	14883457	14889680	100.0
CBG11104	II	4597512	4613296	97.64
CBG22166	I	2635676	2649815	95.2
CBG18038b	III	6992527	6996001	96.23
CBG14568b	X	10262038	10268815	99.1
CBG03125	II	7313590	7316937	97.7
CBG08396	IV	12436663	12438975	99.83
CBG05373	IV	7200563	7203667	96.6
CBG18307a	III	5270855	5274298	99.86
CBG17668	IV	11723229	11726502	97.28
CBG18052	III	6909863	6920174	100.0
CBG20362a	I	12160483	12176582	94.0
CBG01874a	X	3155108	3159502	97.06
CBG02729	II	8977139	8979671	97.64
CBG12545	I	9418525	9423468	97.93
CBG07670	X	18087062	18099152	98.63
CBG22190	I	2742538	2746771	99.8
CBG00585	III	14176344	14179696	98.96
CBG07577	X	18550087	18557803	97.24
CBG19095	V	12740019	12743140	99.11
CBG18318	III	5221361	5225919	93.16
CBG06939	III	10009268	10015907	99.15
CBG22418	V	2870030	2876214	97.38
CBG08617c	V	7984848	7995278	100.0
CBG11868	I	214299	223462	95.6
CBG02505	II	9909497	9912262	97.85
CBG23733	I	5863901	5867801	99.23
CBG21172b	III	13190585	13198949	95.75
CBG21817	V	2561988	2566159	99.25
CBG06072	IV	8484776	8486773	99.43
CBG09450	V	11087081	11089578	98.33
CBG13079a	II	5816974	5820011	98.34
CBG09074	III	4045805	4059361	95.94
CBG16759	X	13261271	13266004	99.81
CBG11892	I	380742	383163	99.02
CBG00721	II	3478978	3481094	99.45
CBG07653	X	18204806	18207964	99.38
CBG00882	II	940896	949009	97.66
CBG21923a	I	6921826	6928239	99.25
CBG16666a	III	8101353	8108671	99.52
CBG00674	II	3730064	3732140	100.0
CBG11701	III	2400981	2404673	99.65
CBG09687	V	10302605	10305110	97.1
CBG05171	III	4666888	4671199	98.77
CBG03634	III	11231927	11237510	97.99
CBG16808	IV	16474692	16485209	99.11
CBG11691a	III	2455744	2464936	95.69
CBG08425	IV	12308560	12310581	99.82
CBG07253a	X	20208254	20222905	80.93
CBG12496	I	9227507	9230597	97.27
CBG16531a	III	7544606	7553907	98.45
CBG00415	IV	389605	393144	95.01
CBG12077d	I	7763177	7795422	99.45
CBG03989	I	4654170	4657621	98.86
CBG07027b	II	16398824	16406809	98.11
CBG11942a	I	7196773	7236624	99.26
CBG19227b	V	13210035	13212660	98.19
CBG20916	II	11925833	11928777	97.59
CBG11481	V	205030	208608	98.37
CBG06664a	V	7253985	7258606	97.36
CBG16954a	I	1034086	1096882	98.38
CBG24572	cb25.NA_192	9704	11657	99.29
CBG13237	III	6056142	6058426	97.4
CBG15176	III	496603	500425	96.42
CBG00722b	II	3476197	3478550	96.15
CBG10098b	III	9654064	9662227	95.95
CBG02970	II	7980081	7982054	99.37
CBG23362	V	8962420	8964543	95.16
CBG14460	X	9674670	9678990	98.31
CBG15142	III	647044	654317	98.24
CBG03022	II	7726293	7732016	98.02
CBG14818	X	11455709	11459606	98.42
CBG11475b	V	225085	228298	99.15
CBG15206b	III	348947	352570	99.08
CBG05232	X	16920661	16924511	98.02
CBG04112a	I	3888682	3893795	100.0
CBG02029	X	3901433	3904769	99.06
CBG12093	I	7827983	7830449	98.53
CBG09345	V	11514184	11519752	96.14
CBG09112	III	3851684	3857292	96.03
CBG11595	V	14208287	14210940	96.49
CBG08362a	IV	12572306	12582091	99.81
CBG09036	III	4175697	4178232	97.59
CBG02688	II	9176484	9191888	96.91
CBG18058	III	6878403	6883288	99.13
CBG03992	I	4649512	4651982	95.73
CBG13202a	III	5929298	5935953	98.16
CBG21228	III	12873175	12888006	99.84
CBG04341	II	13158212	13164261	98.08
CBG09810	III	8617183	8619019	99.57
CBG03461a	IV	9909533	9912486	99.19
CBG08738	I	15348221	15351538	99.61
CBG10076	III	9562811	9564944	98.3
CBG10845	X	12053358	12059042	91.96
CBG19673	III	3769097	3773552	98.43
CBG07597a	X	18449600	18455711	97.02
CBG14249b	X	8762456	8765791	100.0
CBG17459	III	3619823	3625266	97.99
CBG05540	V	18735136	18741249	98.12
CBG03380	IV	9590947	9593647	99.37
CBG03319	IV	9335349	9337364	98.45
CBG18072	III	6833349	6837501	95.43
CBG20495a	I	6665860	6669273	99.44
CBG14695	X	10842054	10849517	98.11
CBG12391a	I	8796035	8807168	98.88
CBG02405a	II	10251054	10257502	98.87
CBG13147	II	6077266	6085243	99.02
CBG06798	III	10624523	10627673	98.18
CBG16436	IV	14515985	14525647	99.4
CBG00692	II	3624410	3626681	99.3
CBG21198	III	13032113	13037774	99.14
CBG14758	X	11161566	11166297	98.85
CBG12200	I	8388683	8402665	98.2
CBG11210	II	5700597	5704851	99.56
CBG05992a	IV	7342649	7349349	99.72
CBG18086	III	6791109	6793761	94.12
CBG08124a	X	353308	358359	98.0
CBG18265c	III	5473244	5476046	95.89
CBG07668	X	18121757	18125965	99.04
CBG08133	X	399040	401436	98.18
CBG12363	I	8925022	8930849	99.47
CBG21173a	III	13188385	13190555	100.0
CBG16677	III	8157685	8163328	99.67
CBG07971a	I	14210416	14219895	99.38
CBG14580	X	10333993	10336317	99.09
CBG10789	I	6432006	6436452	99.59
CBG08717	I	15298339	15300788	99.81
CBG03868	I	5191138	5195263	59.34
CBG02572	II	9650871	9655502	96.36
CBG20626	II	10896827	10900339	98.42
CBG09987	III	9264573	9267113	98.23
CBG19327	V	13648141	13656685	95.94
CBG18580	V	17492781	17522463	98.55
CBG09986b	III	9259740	9262687	99.22
CBG08081	X	187538	191198	97.62
CBG12778b	I	10321190	10324157	98.89
CBG07063	II	16265444	16268108	99.54
CBG09273c	V	11778176	11781661	97.54
CBG03053b	II	7615392	7618916	99.09
CBG11147a	II	5355421	5376113	96.74
CBG14936a	I	3597068	3600458	98.27
CBG02074	X	4171692	4176407	99.36
CBG03935	I	4893288	4898144	98.93
CBG15026	IV	3928738	3934389	97.23
CBG02372a	II	10366208	10385342	98.77
CBG14886b	I	3387345	3403118	98.56
CBG09668	V	10375674	10379195	99.58
CBG17275	X	4777890	4781217	98.41
CBG23256	V	9411129	9413102	98.44
CBG03709	I	5641030	5643146	98.2
CBG13067	II	5758396	5763870	99.67
CBG13620	I	11636884	11645878	97.88
CBG23796b	III	4780719	4786398	99.67
CBG00593	III	14207714	14209957	98.83
CBG03993	I	4647298	4649402	97.85
CBG12355	I	8957687	8959703	99.4
CBG19728	I	14735083	14739100	98.92
CBG04581	V	14517398	14524852	99.83
CBG06453	V	6539199	6543182	99.34
CBG02999	II	7837739	7839762	99.04
CBG03921	I	4942419	4945458	98.84
CBG14320	X	9101393	9103733	98.96
CBG00973a	II	391027	397299	99.51
CBG12645	I	9750344	9753399	95.53
CBG16796a	X	13481710	13487917	97.72
CBG19677b	III	3758425	3760873	98.45
CBG16586a	III	7822519	7841478	98.52
CBG02835	II	8492343	8506280	98.22
CBG17226	X	6836423	6843266	98.15
CBG13087	II	5851782	5855090	99.2
CBG00897	II	842544	847124	98.45
CBG09214	III	8298254	8301315	95.54
CBG09800	III	8591249	8593222	97.73
CBG18244	III	5545380	5553938	97.07
CBG23248a	V	9430923	9435547	99.13
CBG09535	V	10846579	10849101	99.46
CBG14734	X	11032263	11035813	99.05
CBG14461b	X	9684245	9688191	100.0
CBG10994	X	12661855	12665406	99.42
CBG07625d	X	18311200	18330276	95.74
CBG09974b	III	9227315	9235773	98.97
CBG13216	III	5986297	5989286	99.07
CBG16133	X	2080587	2082529	99.34
CBG03435	IV	9801454	9803395	99.38
CBG18919b	V	12083613	12090233	98.11
CBG23104	V	9941224	9943434	99.25
CBG09565a	V	10770040	10774247	98.15
CBG00954	II	460549	466545	95.93
CBG09585b	V	10697383	10706700	98.94
CBG23107	V	9931919	9934290	99.19
CBG14830	X	11508465	11522703	98.11
CBG02627	II	9415073	9418449	97.46
CBG19785	I	15060717	15065654	94.37
CBG03659	II	2280273	2287136	99.56
CBG22153b	I	2584839	2599821	99.06
CBG00985	II	298709	300463	99.33
CBG04748	V	15071960	15073668	99.4
CBG09180	III	12014926	12017100	99.59
CBG06373a	V	6199690	6214351	99.87
CBG05717	IV	8258933	8261516	98.12
CBG12836	I	10551279	10559637	98.21
CBG14484	X	9819185	9822075	100.0
CBG20478	I	6740567	6743131	99.82
CBG09152	III	11862394	11864107	99.06
CBG00683a	II	3684562	3691300	99.56
CBG05555c	V	18791756	18815100	99.04
CBG15201	III	364799	368364	98.58
CBG05408	IV	7074861	7077275	99.66
CBG24239	IV	15068040	15082754	97.46
CBG14055	X	7827982	7830014	99.79
CBG07630	X	18294863	18301173	97.71
CBG01658	IV	10916935	10920938	97.37
CBG24191	cb25.NA_108	18840	20903	95.79
CBG04067	I	4367872	4370978	96.81
CBG04224	I	3990859	3992883	99.53
CBG12756	I	10223535	10225278	100.0
CBG11986	I	7393727	7397655	100.0
CBG22559	IV	16581764	16584904	98.33
CBG23516	V	8460746	8462908	98.92
CBG08774b	V	1661659	1666321	93.96
CBG09021	III	4258004	4262030	98.8
CBG02242a	I	8091779	8095479	98.8
CBG14395	X	9441564	9444946	98.99
CBG02479	II	10024421	10026436	98.54
